질문 ID,질문 문구,관심사 코드,관심사,레벨,상태,현재 Revision,현재 Revision 적용 시각,현재 Revision 노출,현재 Revision 답변,현재 Revision 답변율(%),현재 Revision 교체,현재 Revision 교체율(%),현재 Revision 미응답,전체 Revision 노출,전체 Revision 답변,전체 Revision 답변율(%),전체 Revision 교체,전체 Revision 미응답
628,"오늘 누구의 눈치도 보지 않고 오직 내 마음대로 정한 건 무엇인가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
629,"예전에는 당연했는데 지금은 다르게 보이는 것이 있다면, 어떤 건가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
637,"나를 키우는 가장 나다운 성장 방식은 무엇인가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
650,"어떤 방식으로 유명해지고 싶나요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
656,"세상을 더 따뜻하게 만들기 위해서 하고 싶은 일은 무엇인가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
657,"이 세상에서 가장 부러운 사람은 누구인가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
659,"어떤 상황에서도 절대 하지 않을 것 같은 한 가지 일은 무엇인가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
675,"감정을 강렬하게 느끼는 것과 잔잔하게 한결같이 느끼는 것 중 뭐가 더 나다운가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
681,"복잡해도 빠른 출근길과 여유롭지만 긴 출근길 중 뭐가 더 나은가요?","ROUTINE","루틴",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
696,"삶에서 일과 가족 중 뭐가 더 우선인가요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
700,"너무 솔직해서 상처받는 친구 그룹과 불편한 주제를 피하는 친구 그룹 중 뭐가 더 좋은가요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
703,"늘 들어주는 역할과 늘 털어놓는 역할 중 뭐가 더 편한가요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
706,"인성은 아쉽지만 능력 좋은 동료와 인성 좋지만 인성은 아쉬운 동료 중 누구와 함께하고 싶나요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
710,"어려울 때 먼저 떠오르는 친구와 기쁠 때 먼저 생각나는 친구 중 어느 쪽이 되고 싶나요?","RELATIONSHIP","관계",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
714,"아무 문제 없는 세상과 내가 다스리는 세상 중 뭐가 더 좋은가요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
719,"연애할 때 외모와 유머 감각 중 뭐가 더 중요한가요?","LOVE","사랑",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
739,"단짝 같은 연인과 매력적이지만 거리감이 있는 연인 중 누가 더 끌리나요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
745,"퇴사 못 하는 회사에서 월 600을 버는 것과 백수로 지내며 월 200을 받는 것 중 뭐가 더 나은가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
766,"10년만 버티고 은퇴하는 끔찍한 일과 평생 할 꿈의 직업 중 뭐가 더 나은가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
771,"유명해지는 부와 조용한 부 중 뭐가 더 편안한가요?","VALUES","가치관",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
786,"여러 분야를 두루 하는 것과 한 우물 파는 것 중 뭐가 더 나에게 맞나요?","VALUES","가치관",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
805,"일 안 해도 빠듯한 삶과 힘들어도 여유로운 삶 중 뭐가 더 나은가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
807,"야근 잦은 회사와 강도 높아도 칼퇴하는 회사 중 뭐가 더 끌리나요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
808,"적은 월급에 좋아하는 일과 고액 연봉에 싫은 일 중 뭐가 더 만족스러운가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
811,"평생 야근하는 것과 연봉이 동결되는 것 중 뭐가 더 견딜 만한가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
814,"죽어서 기억되는 것과 살아서 사랑받는 것 중 뭐가 더 소중한가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
828,"무고한 사람을 벌하는 것과 죄인을 풀어주는 것 중 뭐가 더 나은가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
830,"결과를 미리 아는 것과 모른 채 결정하는 것 중 뭐가 더 나은가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
839,"생각을 표현 못 하는 것과 조롱받는 것 중 뭐가 더 힘든가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
844,"하나를 잃어야 한다면, 말하는 능력과 읽는 능력 중 뭐가 덜 아깝나요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
846,"웃긴 사람과 똑똑한 사람 중 누가 더 끌리나요?","VALUES","가치관",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
848,"다른 삶으로 태어나는 것과 기억을 지킨 채 환생하는 것 중 뭐가 더 하고 싶나요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
850,"초능력이 생긴다면, 결정을 되돌리는 힘과 시간을 멈추는 힘 중 뭐가 더 탐나나요?","VALUES","가치관",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
860,"수백 명이 깊이 읽는 것과 수백만 명이 스치듯 읽는 것 중 뭐가 더 뿌듯한가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
861,"가난해도 행복한 삶과 부유해도 불행한 삶 중 뭐가 더 나은가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
865,"도전과 안정 중 지금 뭐가 더 끌리나요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
866,"가짜 모습으로 사랑받는 것과 미움받아도 진짜 나로 사는 것 중 뭐가 더 끌리나요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
875,"선택지가 너무 많은 것과 하나의 길만 걷는 것 중 뭐가 더 답답한가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",1,0,0.0,1,100.0,0,1,0,0.0,1,0
335,"오늘 쓴 돈이나 시간 중 가심비 최고였던 건 무엇이었나요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",7,1,14.3,6,85.7,0,7,1,14.3,6,0
93,"내가 세상에 태어나길 잘했다고 느낀 순간이 있다면, 어떤 때였나요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,0,0.0,5,83.3,1,6,0,0.0,5,1
350,"몸과 마음이 기분 좋게 늘어진 순간이 있었나요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,1,16.7,5,83.3,0,6,1,16.7,5,0
357,"축 처져 있다가 기분이 다시 살아난 계기가 있다면, 어떤 건가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,1,16.7,5,83.3,0,6,1,16.7,5,0
386,"지금 겪고 있는 힘든 일이 있다면 무엇인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,1,16.7,5,83.3,0,6,1,16.7,5,0
338,"오늘 새롭게 알게 된 것 중 더 궁금해진 건 무엇이었나요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",10,1,10.0,8,80.0,1,10,1,10.0,8,1
50,"예전엔 좋아했는데 지금은 아닌 취향이 있다면, 어떤 건가요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",5,0,0.0,4,80.0,1,5,0,0.0,4,1
56,"오늘 나를 기운 나게 한 말은 무엇인가요?","EMOTION","감정",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",5,1,20.0,4,80.0,0,5,1,20.0,4,0
67,"최근에 질투를 느꼈던 순간이 있다면 어떤 상황이었나요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",5,1,20.0,4,80.0,0,5,1,20.0,4,0
84,"남에게 말하지 못한 비밀스러운 걱정이 있다면, 어떤 건가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",5,1,20.0,4,80.0,0,5,1,20.0,4,0
110,"하루를 시작할 때 듣는 음악 장르가 있다면, 어떤 장르인가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",5,1,20.0,4,80.0,0,5,1,20.0,4,0
129,"기념일에 반복적으로 하는 일이 있다면, 어떤 건가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",5,1,20.0,4,80.0,0,5,1,20.0,4,0
219,"사랑하는 사람의 습관 중 귀여운 점이 있다면, 어떤 건가요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",5,1,20.0,4,80.0,0,5,1,20.0,4,0
471,"나만의 작은 성취를 기록하는 방식이 있다면, 어떤 건가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",5,1,20.0,4,80.0,0,5,1,20.0,4,0
315,"나만의 공부 스타일이 있다면, 어떤 건가요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",8,2,25.0,6,75.0,0,8,2,25.0,6,0
11,"최근 새로 시도해서 재밌던 일은 무엇인가요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
61,"최근 나를 가장 답답하게 만든 일은 무엇인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
73,"남들 시선을 많이 신경 쓰는 편인가요? 어떤 상황에서 특히 그런가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
87,"다른 사람을 보며 멋지다고 느끼는 포인트는 무엇인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
94,"가장 힘들었던 순간에서 배운게 있다면 무엇인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
119,"내가 지키는 습관 중 남들에게 추천하고 싶은 게 있다면, 어떤 건가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
293,"나의 인생을 한 단어로 표현한다면 무엇인가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
331,"SNS에 일상을 올리는 편인가요? 올린다면 어떤 순간을 주로 올리나요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,0,0.0,3,75.0,1,4,0,0.0,3,1
351,"내 안에서 낯선 감정이 고개를 들었던 적이 있다면, 어떤 느낌이었나요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
362,"오늘 감정의 온도가 급격히 변한 시점이 있다면, 어떤 때였나요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
364,"최근 나를 가장 강하게 흔들어 놓은 감정은 무엇인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
563,"끌리는 사람과 좋은 사람 중 누가 더 좋은가요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
567,"이번 주, 마음이 몽글몽글한 순간은 언제였나요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
634,"관계에서 내가 절대 포기할 수 없는 0순위는 무엇인가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,0,0.0,3,75.0,1,4,0,0.0,3,1
688,"위험해도 나을 가능성에 도전하는 것과 안전하게 지내는 것 중 뭐가 더 나은가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
720,"사소한 기념일까지 챙기는 것과 중요한 날만 챙기는 것 중 뭐가 더 편한가요?","LOVE","사랑",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",4,1,25.0,3,75.0,0,4,1,25.0,3,0
49,"누군가 나에 대한 책을 쓴다면 제목은 뭘까요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",7,2,28.6,5,71.4,0,7,2,28.6,5,0
60,"지금 당장 하고 싶은 말이 있다면 무엇인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",7,1,14.3,5,71.4,1,7,1,14.3,5,1
63,"내일 일어날 일 중 설레는 게 있다면, 어떤 건가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",7,1,14.3,5,71.4,1,7,1,14.3,5,1
662,"전액 지원 세계 여행과 현금 4천만 원 중 뭐가 더 마음이 가나요?","PREFERENCE","취향",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",7,2,28.6,5,71.4,0,7,2,28.6,5,0
332,"오늘 먹은 것 중 기분까지 완벽하게 충전해준 메뉴는 무엇인가요?","PREFERENCE","취향",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",10,3,30.0,7,70.0,0,10,3,30.0,7,0
411,"감정의 회복 속도가 빠른 편인가요 혹은 느린편인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",10,3,30.0,7,70.0,0,10,3,30.0,7,0
333,"오늘 기억에 남는 소리나 향기가 있다면, 어떤 건가요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",12,1,8.3,8,66.7,3,12,1,8.3,8,3
330,"돈 걱정 없이 한 달 살기 한다면 어디로 가고 싶나요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",9,3,33.3,6,66.7,0,9,3,33.3,6,0
369,"오늘 내가 필사적으로 피하고 싶었던 감정은 무엇인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",9,3,33.3,6,66.7,0,9,3,33.3,6,0
323,"가장 좋아하는 브랜드는 무엇인가요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,2,33.3,4,66.7,0,6,2,33.3,4,0
325,"좋아하는 시의 제목이나 글귀가 있다면 어떤 건가요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,1,16.7,4,66.7,1,6,1,16.7,4,1
356,"오늘 아주 잠깐이라도 행복이 스친 순간이 있다면, 어떤 순간이었나요?","EMOTION","감정",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,2,33.3,4,66.7,0,6,2,33.3,4,0
661,"여러 나라를 도는 여행과 한 곳에 머무는 여행 중 뭐가 더 마음이 가나요?","PREFERENCE","취향",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,2,33.3,4,66.7,0,6,2,33.3,4,0
663,"손에 남는 선물과 마음에 남는 경험 중 뭐가 더 기억에 남나요?","PREFERENCE","취향",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,2,33.3,4,66.7,0,6,2,33.3,4,0
670,"단순하게 사는 것과 복잡해도 풍부하게 사는 것 중 뭐가 더 나다운가요?","PREFERENCE","취향",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",6,2,33.3,4,66.7,0,6,2,33.3,4,0
58,"지금 내 마음의 온도는 몇 도쯤 될까요?","EMOTION","감정",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
98,"나만 아는 내 마음의 모양은 어떤 걸까요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
124,"약속 시간에 늦지 않기 위해 하는 준비가 있다면, 어떤 건가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
143,"나를 가장 잘 보여주는 생활 습관은 무엇인가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
147,"반복되는 일상 속, 나를 가장 뿌듯하게 만드는 루틴은 무엇인가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
148,"과거의 나보다 좋아진 습관이 있다면 무엇인가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
176,"내가 생각하는 '좋은 사람'의 기준은 무엇인가요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
180,"다른 사람 칭찬을 잘해주는 편인가요? ","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
190,"관계를 정리할 때 나만의 기준이 있다면, 어떤 건가요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
227,"사랑하는 사람과 다툼이 생기면 어떻게 해결하나요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
246,"영원한 사랑이 있다고 생각하나요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
254,"5년 뒤 '잘 살고 있다'고 느끼려면 뭐가 필요할까요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
255,"가장 존경하는 인물은 누구인가요?","VALUES","가치관",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,0,0.0,2,66.7,1,3,0,0.0,2,1
271,"내가 생각하는 '공정하다'는 건 어떤 건가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
291,"과거로 돌아갈 수 있다면 바꾸고 싶은 선택이 있다면, 어떤 건가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
328,"꾸준히 수집하는 물건이 있다면 무엇인가요?","PREFERENCE","취향",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
348,"오늘 하루를 관통한 감정에 이름을 붙인다면 무엇일까요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
355,"오늘 감정을 억누르기 힘든 순간이 있었나요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
361,"오늘 감정이 내 예상과 전혀 다르게 흘러갔나요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
375,"이번 주 통틀어 가장 환하게 웃었던 기쁜 순간은 언제인가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
398,"화난 감정이 얼마나 오래가나요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
416,"워라밸이 얼마나 중요한가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
423,"오늘 나를 정신없이 달리게 만든 주범은 무엇인가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
443,"집중이 잘 되는 시간대가 있다면, 언제인가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
474,"한 달에 가장 많이 쓰는 카테고리가 뭔가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
475,"누군가에게 돈을 쓸 때 기분이 어떤가요?","ROUTINE","루틴",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
500,"의견이 다를 때 어떻게 대화를 풀어나가나요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
509,"부모님한테 인정받고 싶은 마음이 있다면, 어떤 부분에서 인정받고 싶나요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
519,"나의 말이나 행동이 타인에게 기분 좋은 울림을 줬나요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,0,0.0,2,66.7,1,3,0,0.0,2,1
521,"누군가와 '진짜 함께 있다'는 건 어떤 느낌일까요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
524,"말을 건네고 싶었지만 꾹 참은 사람이 있다면, 어떤 말을 하고 싶었나요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
528,"오늘 누군가와 진심이 닿는 대화를 나눴나요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,0,0.0,2,66.7,1,3,0,0.0,2,1
542,"남이 말해줘서 알게 된 나의 특징은 무엇인가요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,0,0.0,2,66.7,1,3,0,0.0,2,1
553,"연애할 때 혼자만의 시간은 어떤 의미인가요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
561,"전 애인과 친구가 될 수 있다고 생각하나요? ","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
564,"이상형과 실제 사귄 사람이 같은 편인가요? 다르다면 어떤 점이 다른가요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
565,"이상형의 조건 중 양보할 수 있는 것과 없는 것은 무엇인가요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
569,"내 인생에서 사랑은 어떤 의미인가요?","LOVE","사랑",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
593,"돈과 시간 중 더 소중한 건 무엇인가요?","VALUES","가치관",1,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,0,0.0,2,66.7,1,3,0,0.0,2,1
647,"모든 물건이 있는 집에 불이 났을 때, 소중한 가족과 애완동물을 대피시킨 후 하나의 물건만 가져나올 수 있다면 뭘 고를 것인가요?","VALUES","가치관",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
674,"몸의 아픔을 못 느끼는 것과 마음의 아픔을 못 느끼는 것 중 뭐가 더 나은가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
679,"감정을 못 드러내는 것과 못 숨기는 것 중 뭐가 덜 힘든가요?","EMOTION","감정",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
689,"친구 한 명을 잃는 것과 나머지 모든 친구를 잃는 것 중 뭐가 더 아픈가요?","RELATIONSHIP","관계",2,"ACTIVE",1,"2026-08-27T19:02:20.711831Z",3,1,33.3,2,66.7,0,3,1,33.3,2,0
