우선순위,id,q,cat,exp,ans,rep,사후 답변율,P(평균 미만),수정 후 예측,예상 노출(월),기대 추가 답변(월)
156,102,"매일 밤 자기 전 꼭 지키는 습관이 있다면, 어떤 건가요?",루틴,0,0,0,0.36435810123702284,0.9433312257972377,0.45648852526370126,1.6715328467153285,0.1392376427655798
157,491,오늘 충분히 휴식했나요?,루틴,1,1,0,0.25819534421903184,0.9847559070690214,0.4115230390313624,1.0,0.1386306576368285
158,440,운동이 나에게 주는 가장 큰 선물은 무엇인가요?,루틴,0,0,0,0.316085167830047,0.9850269296514719,0.4077482622968427,1.6715328467153285,0.13853136286944145
159,159,"요즘 새로 알게 된 사람 중 호감이 가는 사람이 있다면, 어떤 점이 끌리나요?",관계,1,0,1,0.22959366664753159,0.9924477431795027,0.38177176853263795,1.0,0.13759125752251256
160,228,"사랑하는 사람과 나누고 싶은 깊은 대화 주제가 있다면, 어떤 건가요?",사랑,2,1,1,0.4548617745441179,0.675293504912409,0.5306500965770288,2.0,0.13704745170106394
161,126,"업무나 공부를 시작하기 전 마음을 가다듬는 행동이 있다면, 어떤 건가요?",루틴,1,1,0,0.37611354999597335,0.9260710512611378,0.5201131230035755,1.0,0.13019667144869243
162,612,"절대 바뀌지 않을 것 같은 생각이 있다면, 어떤 건가요?",가치관,2,1,1,0.4753383359185777,0.5969698419536599,0.5467860187116169,2.0,0.12919830646837582
163,589,과거로 돌아가고 싶은 순간이 있나요?,가치관,2,2,0,0.4395299504509631,0.6958790024210754,0.5090772460243115,2.0,0.12576185057757513
164,545,소중한 사람에게 아직 전하지 못한 고마운 말이 있나요?,관계,0,0,0,0.25102289925036153,0.9867419597856314,0.34934185112705285,1.4133333333333333,0.12563785672182243
165,165,"주변 사람들로부터 자주 듣는 부탁이 있다면, 어떤 건가요?",관계,2,1,1,0.49293243915659885,0.5214823578429012,0.562043019984697,2.0,0.12497214259418903
166,613,예전엔 중요했는데 지금은 중요하지 않은 것이 있다면 무엇인가요?,가치관,1,0,1,0.5172897709209971,0.4063865004855571,0.647926705828457,1.0,0.1181148925511942
167,697,연애는 SNS에 공개하는 것과 비공개로 두는 것 중 뭐가 더 편한가요?,관계,0,0,0,0.4746256676348063,0.6020068160557608,0.5665041888717561,1.4133333333333333,0.11740788796709545
168,512,"상황이 사람을 바꾼다고 느꼈던 적이 있다면, 어떤 경험이었나요?",관계,2,0,1,0.22759127289162814,0.9990651245099986,0.29247329214277645,2.0,0.1173256665549075
169,38,"전시회에서 작품을 보는 나만의 방식이 있다면, 어떤 건가요?",취향,4,0,4,0.29428257185076034,0.9962422201047028,0.3257883821635424,4.0,0.11394343881287915
170,581,내가 틀렸다는 걸 인정하기 어려운 주제가 있다면 무엇인가요?,가치관,1,0,1,0.5290903363313193,0.36252293875972996,0.6547227763728458,1.0,0.11359009737147381
171,435,오늘 정리한 나의 생활이나 마음은 무엇이었나요?,루틴,2,0,2,0.16101310322733367,0.9998702040143006,0.22030638170793876,2.0,0.1072195887281918
172,132,"중요한 일을 앞두고 지키는 징크스 같은 행동이 있다면, 어떤 건가요?",루틴,2,0,2,0.35112673374200126,0.9618435926995058,0.41037130536075234,2.0,0.10713151247688557
173,470,"운동 목표가 있다면, 어떤 목표인가요?",루틴,1,0,1,0.3575964990446715,0.9534694365444778,0.4741432800646544,1.0,0.10537533299533004
174,514,"요즘 가장 신경쓰이는 사람이 있다면, 어떤 이유인가요?",관계,1,1,0,0.1841901176079771,0.9978952246499168,0.2981415493752431,1.0,0.10302875774588297
175,231,나만의 독특한 연애관이 있다면 무엇인가요?,사랑,1,0,1,0.3149399480867397,0.9708305901811741,0.4283678192093273,1.0,0.10255538236139441
176,522,사람들과 더 가까워지는 걸 방해하는 게 있다면요?,관계,1,0,0,0.44084824905491937,0.7312332784701694,0.5538232550008295,1.0,0.10214592601796958
177,541,"그때 하지 못한 말이 있다면, 지금은 할 수 있을까요?",관계,2,1,0,0.20740971822662846,0.9987945759151303,0.26344872984796786,2.0,0.10133492248602434
178,437,"손이 안 가서 끝까지 붙잡고 있었던 일이 있다면, 어떤 건가요?",루틴,0,0,0,0.2384119076134457,0.9969047906347405,0.3031236097825576,1.6715328467153285,0.09779945077389704
179,426,오늘 나의 에너지를 가장 많이 잡아먹은 일은 무엇인가요?,루틴,1,0,0,0.3942457183981799,0.8559149895818354,0.5023669813302019,1.0,0.09775743255735199
180,153,"만났을 때 기운을 얻게 되는 사람이 있다면, 누구인가요?",관계,0,0,0,0.38410431780838444,0.8450874734257569,0.4601662885482823,1.4133333333333333,0.09719655060790226
181,578,나에게 좀 더 다정해지고 싶은 순간이 있나요?,가치관,1,0,1,0.3535775930217989,0.9131773970465022,0.4605348469480171,1.0,0.09670499819989767
182,798,"지금 아니면 못 갈 것 같다면, 여행과 커리어 중 뭐가 더 끌리나요?",가치관,4,0,4,0.5309834349543292,0.33435843330701864,0.5569036221111626,4.0,0.09374255827741092
183,506,"나만 노력하는 것 같은 관계가 있다면, 어떤 관계인가요?",관계,1,0,0,0.2674469610949345,0.9910663961519453,0.3710549863961792,1.0,0.0936768057560964
184,517,"나 자신과 했던 약속 중 아직 유효한 게 있다면, 어떤 건가요?",관계,0,0,0,0.23706874241378997,0.9992468492832434,0.3091305829088226,1.4133333333333333,0.09208494413753114
185,481,지금 구독하고 있는 서비스는 무엇이 있나요?,루틴,1,0,1,0.3361957570447597,0.9601940043420255,0.43720498053515994,1.0,0.09132710888922502
186,444,어디서 공부하는 게 가장 잘 되나요?,루틴,0,0,0,0.3988860897276247,0.8793809455340407,0.4574070023584596,1.6715328467153285,0.08844324785532706
187,584,삶에서 놓치고 있는 게 있다면 무엇인가요?,가치관,1,1,0,0.5278316736789964,0.359043729643018,0.6255450809320818,1.0,0.08834720905450612
188,367,"이번 주에 아직 꺼내지 못한 감정이 있다면, 무엇인가요?",감정,1,0,0,0.13612683546435927,0.9997880302719198,0.23227380184064522,1.0,0.08693091743696295
189,643,"이번 주, 나에 대해 새롭게 발견한 의외의 면은 무엇인가요?",가치관,2,1,1,0.3824550525327693,0.8927465447707859,0.43028982819768735,2.0,0.08649926442126957
190,540,나에게 상처를 줬지만 덕분에 강해진 경험이 있나요?,관계,1,1,0,0.24322289584834839,0.9951261505513433,0.3379261444771824,1.0,0.08562558547448745
191,193,누군가에게 배운 삶의 자세가 있다면 무엇인가요?,관계,1,0,1,0.260507994259418,0.998210630832603,0.3547626225458897,1.0,0.08521996708201719
192,622,요즘 내 인생에서 과감히 덜어내기로 한 것은 무엇인가요?,가치관,1,0,1,0.312650342761249,0.9800126051154873,0.4058140001373015,1.0,0.08423356984335022
193,158,"나를 웃게 만드는 재주가 있는 친구가 있다면, 어떤 사람인가요?",관계,0,0,0,0.24935834960292444,0.9921656880039722,0.3141351969586899,1.4133333333333333,0.0827757427396296
194,532,"가장 가까운 사람에게 꼭 전하고 싶은 말이 있다면, 어떤 말인가요?",관계,0,0,0,0.25102289925036153,0.9867419597856314,0.31417463172107957,1.4133333333333333,0.08069907341813234
195,451,"번아웃이 온 적이 있다면, 어떤 상황에서였나요?",루틴,0,0,0,0.27970027407657067,0.9848347482076982,0.3330795846474475,1.6715328467153285,0.08067269259705642
196,106,"식사 후에 습관적으로 하는 행동이 있다면, 어떤 건가요?",루틴,1,1,0,0.5636693711475774,0.21576936864618373,0.6523507724491288,1.0,0.08018095489948555
197,485,"밤에 갑자기 마음이 무거워진 적이 있다면, 어떤 생각이 찾아왔나요?",루틴,1,0,1,0.2750977171140598,0.9870332129971973,0.3613477292852139,1.0,0.07798262357695077
198,178,나를 성장하게 한 인연이 있다면 누구인가요?,관계,1,0,1,0.20947089843736855,0.997544220442639,0.2943672010825096,1.0,0.07675867220880339
199,448,공부하다 막히면 어떻게 하나요?,루틴,0,0,0,0.36435810123702284,0.9433312257972377,0.4150212532395584,1.6715328467153285,0.07656773464827005
200,647,"모든 물건이 있는 집에 불이 났을 때, 소중한 가족과 애완동물을 대피시킨 후 하나의 물건만 가져나올 수 있다면 뭘 고를 것인가요?",가치관,3,1,2,0.6104998466457482,0.08701324486753587,0.6384760914984641,3.0,0.07588384916804433
201,513,"외로움이 무서워서 관계를 유지한 적이 있다면, 어떤 관계였나요?",관계,1,0,1,0.22879396124365423,0.9971815544757684,0.31213668526276245,1.0,0.07535400994683525
202,616,"자존심 때문에 놓친 게 있다면, 어떤 건가요?",가치관,1,1,0,0.35285008794242134,0.9527795972755801,0.43610989136751105,1.0,0.07527903760413818
203,352,"나를 가장 잘 설명해주는 노래 한 소절이 있다면, 어떤 노래인가요?",감정,1,1,0,0.6064202456226608,0.10768279313825901,0.6893153035801636,1.0,0.07494925436371624
204,538,"다시 잡고 싶은 인연이 있다면, 어떤 사이였나요?",관계,0,0,0,0.2322118800956549,0.9966853017887205,0.2906841827492803,1.4133333333333333,0.07471941719033762
205,489,"생각할 틈도 없이 자동으로 나오는 나만의 반응이 있다면, 어떤 건가요?",루틴,1,0,1,0.44219689255916655,0.7116488096377078,0.5243855306813954,1.0,0.0743105475309318
206,74,"최근에 느낀 감정 중 이름 붙이기 힘든 게 있었다면, 어떤 느낌이었나요?",감정,1,0,1,0.24869518805403118,0.9905363366492406,0.33035641366121316,1.0,0.07383368949236069
207,263,"매일 지키고 싶은 나만의 마음가짐이 있다면, 어떤 건가요?",가치관,1,1,0,0.394463115553851,0.9058502525360903,0.47534015844114347,1.0,0.07312467364040531
208,185,"사람들 사이에서 소외감을 느꼈던 적이 있다면, 어떤 상황이었나요?",관계,0,0,0,0.2322118800956549,0.9966853017887205,0.2888956645962249,1.4133333333333333,0.07243394136732667
209,755,존중하는 상사의 힘든 일과 무관심한 상사의 편한 일 중 뭐가 더 나은가요?,가치관,0,0,0,0.5735069145255612,0.17144905630295454,0.6205883102106662,1.6888888888888889,0.07189341015657456
210,113,"스트레스가 쌓였을 때 나도 모르게 하는 행동이 있다면, 어떤 건가요?",루틴,1,1,0,0.5653757377604526,0.22181772940585992,0.64203070755117,1.0,0.06930730215585149
211,469,운동하기 싫은 날은 어떻게 하나요?,루틴,2,1,1,0.3691761818987975,0.9385929891395289,0.40742012385649734,2.0,0.06915623209114162
212,476,"소비 습관 중 바꾸고 싶은 게 있다면, 어떤 건가요?",루틴,1,0,1,0.5080433432471095,0.4517922712948863,0.5832127771454452,1.0,0.06796416047517818
213,300,"내 인생에서 꼭 한 번은 경험하고 싶은 순간이 있다면, 어떤 건가요?",가치관,1,1,0,0.5872602719796586,0.1580518354876717,0.6623604986997889,1.0,0.06790158706572635
214,629,"예전에는 당연했는데 지금은 다르게 보이는 것이 있다면, 어떤 건가요?",가치관,1,0,1,0.5631116225570841,0.19988813657656984,0.6379067494691777,1.0,0.06762573222368512
215,140,"중요한 약속 전날 꼭 하는 준비가 있다면, 어떤 건가요?",루틴,1,0,1,0.35759649903652874,0.9534694365868195,0.4320919366795212,1.0,0.06735476930003957
216,618,"예전보다 조심스러워진 부분이 있다면, 어떤 건가요?",가치관,1,0,1,0.5631116226006155,0.19988813605223565,0.6358971016792955,1.0,0.06580871670600219
217,462,"지금 당장 버리고 싶은 것이 있다면, 어떤 건가요?",루틴,0,0,0,0.32495517732859225,0.9268604117875502,0.36812642633892884,1.6715328467153285,0.06524514579141086
218,247,"사랑하는 사람에게 끝내 하지 못한 말이 있다면, 어떤 말인가요?",사랑,1,0,1,0.36511463928857024,0.8917540477340938,0.4358251603607218,1.0,0.06393265124133897
219,133,"계절이 바뀔 때 집 안에서 바꾸는 게 있다면, 어떤 건가요?",루틴,1,0,1,0.3575964989397789,0.9534694369139811,0.42783217506177335,1.0,0.0635033219685264
220,745,퇴사 못 하는 회사에서 월 600을 버는 것과 백수로 지내며 월 200을 받는 것 중 뭐가 더 나은가요?,가치관,1,0,1,0.5623421832105835,0.2078087585745741,0.6302865422913736,1.0,0.06143163629774513
221,653,"능력과 상관없이 하고 싶은 직업이 있다면, 어떤 건가요?",가치관,1,1,0,0.6332557320373625,0.05204748348904111,0.6987430595802994,1.0,0.05921012048911097
222,619,"확신이 무너졌던 경험이 있다면, 어떤 일이었나요?",가치관,1,0,1,0.3693641386383341,0.9149407616870358,0.4339124687142116,1.0,0.058361129466731824
223,536,"이번 주, 소중한 사람과 함께한 기억을 한 줄로 적어볼까요?",관계,3,0,3,0.18205416678056546,0.9999034507856317,0.20330213223161378,3.0,0.05763380374684706
224,591,"잊고 싶은 기억이 있다면, 어떤 종류의 기억인가요?",가치관,1,0,1,0.5665309829336349,0.235540562075002,0.6270006763368039,1.0,0.05467344548445239
225,192,사람들에게 듣고 싶은 진심 어린 말은 무엇인가요?,관계,3,0,3,0.4490085209808946,0.7013837223682059,0.46626215353002914,3.0,0.04679942061031409
226,543,"주변 사람을 덕질해 본 적이 있다면, 누구였나요?",관계,1,0,1,0.21964755453289414,0.9970222497986201,0.27091373702438526,1.0,0.046352125765824335
227,751,배울 게 많은 상사와 편한 상사 중 누가 더 좋은가요?,가치관,0,0,0,0.5735069145255612,0.17144905630295454,0.6034160684253944,1.6888888888888889,0.0456713535668845
228,508,"오래 알았는데 멀어진 사람이 있다면, 어떤 사이였나요?",관계,1,0,1,0.22759127289878878,0.9990651245129417,0.2730916366283613,1.0,0.04113898245366609
229,590,"과거에 받은 상처 중 아직 아물지 않은 게 있다면, 어떤 건가요?",가치관,1,0,0,0.34260305010007924,0.942112171699599,0.38427534759339804,1.0,0.03767785078753924
230,188,"누군가에게 의도치 않게 상처를 준 적이 있다면, 어떤 일이었나요?",관계,1,1,0,0.24322289585079637,0.9951261504833847,0.2847568516455362,1.0,0.03755276966194043
231,807,야근 잦은 회사와 강도 높아도 칼퇴하는 회사 중 뭐가 더 끌리나요?,가치관,1,0,1,0.5623421829637524,0.20780875904842938,0.6035969323669065,1.0,0.03730032625483572
232,748,바쁘지만 성장하는 회사와 여유롭지만 성장 없는 회사 중 뭐가 더 나은가요?,가치관,1,1,0,0.581839796611845,0.1439241557903288,0.6197851279036085,1.0,0.034308128336913206
233,175,"나를 힘들게 하는 사람과 거리를 두는 방법이 있다면, 어떤 건가요?",관계,1,0,1,0.26184140811761836,0.9971027302765916,0.29795051793203875,1.0,0.0326479156057265
234,661,여러 나라를 도는 여행과 한 곳에 머무는 여행 중 뭐가 더 마음이 가나요?,취향,6,2,4,0.5137181953885761,0.4187685656469619,0.518058825590131,6.0,0.023547386666303745
235,580,"바꾸고 싶은 나의 모습이 있다면, 어떤 건가요?",가치관,0,0,0,0.5760131013096388,0.17262649203565533,0.590550001918573,1.6888888888888889,0.022197883955553676
236,624,이번 주가 나에게 조용히 건네준 교훈은 무엇인가요?,가치관,1,1,0,0.32887470754366543,0.9463572300214905,0.34898921864514815,1.0,0.01818645943549128
237,874,완벽한 하루가 반복되는 삶과 굴곡 있는 진짜 삶 중 뭐가 더 나은가요?,가치관,2,1,1,0.5665002743433185,0.17908271971981649,0.5750161019351585,2.0,0.015399106871378968
238,875,선택지가 너무 많은 것과 하나의 길만 걷는 것 중 뭐가 더 답답한가요?,가치관,1,0,1,0.5579650476614995,0.21259331015207167,0.5686530688913544,1.0,0.009663534130247769
239,636,이번 주에 얻은 가장 값진 인생의 힌트는 무엇인가요?,가치관,0,0,0,0.31707450738907755,0.9579374319971888,0.32337910773626083,1.6888888888888889,0.009627140657954761
240,429,요즘 내 삶에 기분 좋게 스며든 나만의 루틴은 무엇인가요?,루틴,1,1,0,0.4910874136263297,0.5240174800543512,0.49977655978115815,1.0,0.007856258761476649
241,445,공부할 때 음악을 듣는 편인가요? 어떤 분위기의 음악인가요?,루틴,1,1,0,0.37611354999439073,0.9260710504795582,0.38225046817888403,1.0,0.005548671457045213
242,334,이번 주 가장 꽂혔던 키워드는 뭐였나요?,취향,7,3,2,0.41103303891706783,0.8290109043865798,0.4117335504267863,7.0,0.0044335538974423095
243,309,"언젠가 살아보고 싶은 곳이 있다면, 어디인가요?",취향,6,5,1,0.6181849871558789,0.06731455339560848,0.6181849871558789,6.0,0.0
244,519,나의 말이나 행동이 타인에게 기분 좋은 울림을 줬나요?,관계,3,0,2,0.23891045371824413,0.9935265084125191,0.23891045371824413,3.0,0.0
245,36,"나만의 특별한 요리 레시피가 있다면, 어떤 건가요?",취향,8,2,4,0.3936168824765047,0.8973485708736,0.34155529448518096,8.0,0.0
246,668,전기·인터넷 같은 기술을 포기하는 것과 영화·TV·책 같은 오락을 포기하는 것 중 뭐가 덜 아쉬운가요?,취향,8,4,4,0.5268528577298156,0.3457213265479926,0.5268528577298156,8.0,0.0
247,662,전액 지원 세계 여행과 현금 4천만 원 중 뭐가 더 마음이 가나요?,취향,7,2,5,0.5006005895795387,0.4835733064798588,0.5006005895795387,7.0,0.0
248,43,딱 한 권만 남길 수 있다면 어떤 책인가요?,취향,5,0,5,0.29328141968215404,0.990773421566519,0.26871318117361254,5.0,0.0
249,542,남이 말해줘서 알게 된 나의 특징은 무엇인가요?,관계,3,0,2,0.42222424967630146,0.8088957701114263,0.42222424967630146,3.0,0.0
250,289,내가 가장 중요하게 생각하는 옮고 그름의 기준은 무엇인가요?,가치관,2,0,2,0.4009169071514292,0.8582781465892464,0.4009169071514292,2.0,0.0
251,760,인간관계 없는 숲속의 고요함과 소란한 도시의 삶 중 뭐가 더 편안한가요?,가치관,7,4,2,0.5796859414222426,0.12885558055857488,0.5796859414222426,7.0,0.0
252,40,수집하고 싶은 물건이 있다면 무엇인가요?,취향,8,5,2,0.6077175502589625,0.08532539727329719,0.6077175502589625,8.0,0.0
253,280,요즘 나의 일상 균형은 잘 맞고 있나요? 어느 쪽으로 기울어져 있나요?,가치관,1,0,1,0.4993901974765646,0.4915593074990462,0.4641119085841033,1.0,0.0
254,191,나를 가장 힘들게 했던 인연은 누구였나요?,관계,3,0,3,0.20489778760956728,0.9961400470809282,0.18536454801325605,3.0,0.0
255,328,꾸준히 수집하는 물건이 있다면 무엇인가요?,취향,4,1,3,0.3898701142095591,0.9029590069518727,0.3297697033966092,4.0,0.0
256,167,나랑 유머 코드가 가장 잘 맞는 사람은 누구인가요?,관계,3,0,3,0.42529503868531254,0.7512664671805374,0.42529503868531254,3.0,0.0
257,18,책을 고를 때 가장 먼저 보는 것은 무엇인가요?,취향,9,4,3,0.387232499843913,0.9261846207480322,0.37290112336215825,9.0,0.0
258,327,유독 마음이 끌리는 외국어가 있다면 무엇인가요?,취향,8,5,3,0.5975087892406422,0.10619149869657513,0.5975087892406422,8.0,0.0
259,170,나를 가장 잘 이해한다고 느끼는 사람은 누구인가요?,관계,3,0,3,0.39749179602972945,0.8126928690132817,0.39541245371356004,3.0,0.0
260,706,인성은 아쉽지만 능력 좋은 동료와 인성 좋지만 인성은 아쉬운 동료 중 누구와 함께하고 싶나요?,관계,1,0,1,0.4297167099628724,0.7785431496290547,0.42758842746951137,1.0,0.0
261,583,"편안함이 성장을 막고 있다고 느낀 적이 있다면, 어떤 순간이었나요?",가치관,2,2,0,0.24811402077667222,0.9959344652376387,0.24198349108864672,2.0,0.0
262,92,오늘 밤 잠들기 전 나에게 해주고 싶은 말은 무엇인가요?,감정,3,3,0,0.3606749160929677,0.878495453214639,0.3606749160929677,3.0,0.0
263,252,"지칠 때 힘이 되는 나만의 문장이 있다면, 어떤 문장인가요?",가치관,1,1,0,0.47012865325447073,0.6236308781734701,0.4494527786109845,1.0,0.0
264,163,친구를 사귀 때 가장 중요하게 보는 점은 무엇인가요?,관계,1,0,0,0.4881123178341536,0.5451951994925279,0.4507872650832374,1.0,0.0
265,549,"내가 자란 환경에서 바꾸 수 있다면, 뭘 바꾸고 싶나요?",관계,1,1,0,0.45216306795856326,0.676625868504066,0.44786147982641583,1.0,0.0
266,658,믿는 미신이 있다면 무엇인가요?,가치관,1,1,0,0.4458780608814038,0.7470939317853211,0.34831832767402077,1.0,0.0
267,604,최근에 가장 기억에 남는 뉴스는 뭔가요?,가치관,0,0,0,0.5573308524764707,0.25872085366594255,0.5540240785783941,1.6888888888888889,0.0
268,769,세상 문제에 책임감을 느끼는 삶과 신경 쓰지 않고 즐기는 삶 중 뭐가 더 나다운가요?,가치관,0,0,0,0.515681923937024,0.4084657629612013,0.515681923937024,1.6888888888888889,0.0
269,787,학교에서 배운 것과 직접 부딪힌 경험 중 뭐가 더 크게 남나요?,가치관,0,0,0,0.5735069145255612,0.17144905630295454,0.5713800015828598,1.6888888888888889,0.0
270,809,자유로운 프리랜서와 안정적인 직장인 중 누가 더 나에게 가깝나요?,가치관,0,0,0,0.569073437262435,0.17430022563301822,0.5626690844676434,1.6888888888888889,0.0
