id,q,cat,level,exp,ans,rep,nr,T,P,E,W,S,F,C,사후 답변율,사후 하한(10%),사후 상한(90%),P(평균 미만)
391,가장 실망하는 순간은 어떤 때인가요?,감정,2,6,4,2,0,0,0,1,2,2,t,0,0.6462031045967948,0.5492661930897492,0.7324474193829253,0.026253702028414705
402,가장 위로가 되는 말은 무엇인가요?,감정,1,6,2,2,2,0,0,1,1,1,p,0,0.6960531342996077,0.6036803041143077,0.7749232668281711,0.004203266353182216
829,하지 않은 일로 인정받는 것과 억울하게 비난받는 것 중 뭐가 더 불편한가요?,가치관,2,6,3,2,1,0,0,2,1,1,c,0,0.5235303499370502,0.4274746187293947,0.6178763491205277,0.3649863976981913
17,여행지에서 꼭 들르는 곳은 어디인가요?,취향,2,5,1,2,2,0,2,1,1,1,t,0,0.3612538981089459,0.27324892700759634,0.459674972757698,0.9606326851922521
45,어떤 공간에 있을 때 가장 나답다고 느끼나요?,취향,2,5,3,2,0,0,0,2,1,2,t,0,0.47154779456999746,0.3751447225304045,0.5701208866885681,0.6317806627692641
311,취미에 일주일에 얼마나 시간을 쓰나요?,취향,2,5,2,2,1,0,1,1,1,1,t,0,0.5495732708463595,0.45032359779066605,0.6450284286867014,0.250835877393073
316,가장 좋아하는 유튜버는 누구인가요?,취향,2,5,3,2,0,0,1,1,1,1,n,0,0.49081302350418216,0.3600970780210405,0.622797380765543,0.5255282402041584
320,"힘들 때마다 찾게 되는 곳이 있다면, 어디인가요?",취향,2,5,1,2,2,0,1,1,2,2,p,0,0.5800540579357488,0.4677878930594657,0.6846053333070629,0.17265223459170775
344,오늘 갑자기 멍해진 순간이 있었나요?,감정,2,5,2,2,1,2,2,1,1,1,r,0,0.3170121104983727,0.2223226365427397,0.4297448555091375,0.9774437418457873
353,오늘 내 자신에게 칭찬 한 마디를 남긴다면 무엇일까요?,감정,2,5,1,2,2,2,0,1,1,1,o,0,0.3244639559483512,0.20846991046210128,0.4669256318466499,0.9386050767847813
363,감정이 멈추거나 굳어버린 것 같은 기분이 들었나요?,감정,2,5,2,2,1,0,2,2,3,2,r,1,0.3600015617786219,0.24282690834681672,0.4966321187229191,0.9014457403907083
37,가장 좋아하는 요일은 언제인가요?,취향,2,4,2,2,0,0,0,1,1,1,p,0,0.58209451389598,0.4811888454919555,0.6765660623928546,0.1410907263914759
44,나를 가장 잘 표현하는 단어 하나는 무엇인가요?,취향,2,4,2,2,0,0,0,2,1,2,d,0,0.3711465406338718,0.2703918991298763,0.4845131033210498,0.9229367411054645
46,내 취향이 남들과 가장 다른 점은 뭘까요?,취향,2,4,2,2,0,0,0,2,1,2,t,0,0.4616529921121104,0.36521047596955525,0.5610538067752756,0.6778980409545701
64,칭찬을 들었을 때 어떤 반응을 보이나요?,감정,2,4,2,2,0,0,0,1,1,1,t,0,0.6321898006543478,0.5394391772321149,0.7160923512024487,0.03267914951078883
181,나를 있는 그대로 봐주는 사람은 누구인가요?,관계,2,4,2,2,0,0,1,1,2,2,n,0,0.4267268504050906,0.29331724544873394,0.5717245343662933,0.7343763936680758
283,나의 가치관과 충돌하는 상황에서 나는 어떻게 하나요?,가치관,2,4,2,2,0,0,0,2,2,1,t,0,0.5996243636470667,0.5046073642541367,0.6876961323884418,0.08446278279611286
419,"잠 들기 전 꼭 하는 일이 있다면, 어떤 건가요?",루틴,2,4,1,2,1,0,1,1,1,1,t,0,0.5423783875526935,0.43593922942967733,0.6450845005031767,0.29498831041340523
507,"가족이라서 참고 있는 게 있다면, 어떤 건가요?",관계,2,4,1,2,1,0,2,2,3,3,t,0,0.27012435536892376,0.17827452173984157,0.38700913630858275,0.9908997403180095
571,데이트 중 가장 창피했던 일은 무엇인가요?,사랑,2,4,0,2,2,0,2,1,2,2,r,0,0.40582220658210816,0.29365290369474994,0.5287635575667927,0.8311685986497472
605,"괜찮지 않은데 '괜찮아'라고 넘긴 적이 있다면, 어떤 순간이었나요?",가치관,2,4,1,2,1,0,1,2,2,2,r,0,0.5183296035053474,0.4079637378618213,0.626935459238407,0.4054535560295582
676,내 감정을 다스리는 것과 생각을 다스리는 것 중 뭐가 더 하고 싶나요?,감정,2,4,2,2,0,0,0,2,1,1,c,0,0.5346543443338858,0.4329692562156854,0.6335383729213515,0.32045444876845863
764,후회 없는 20년과 후회 많은 50년 중 뭐가 더 나은가요?,가치관,2,4,2,2,0,0,0,1,1,1,c,0,0.5641071195475247,0.4692906035876734,0.6544567455371836,0.18382221029604645
773,같은 월급이면 몸을 움직이는 일과 사무직 중 뭐가 더 마음이 가나요?,가치관,1,4,1,2,1,0,0,1,1,1,c,0,0.5896672083921666,0.49601733677141696,0.6772386669138591,0.1036451304230519
789,관계 문제는 커플 상담과 자기계발서 중 뭐가 더 효과적인가요?,가치관,1,4,1,2,1,0,0,1,1,1,c,0,0.5896672084212798,0.49601733684157373,0.677238666905116,0.10364513025345634
816,신중히 곱씹는 삶과 후회 없이 실수하는 삶 중 뭐가 더 나다운가요?,가치관,2,4,1,2,1,0,0,1,1,1,c,0,0.5558358081711335,0.460197929077559,0.6475079840129582,0.2171655474667039
820,남의 마음을 읽는 것과 내 마음을 나누는 것 중 뭐가 더 하고 싶나요?,가치관,2,4,2,2,0,0,0,1,1,1,c,0,0.5641071198925022,0.4692906041866703,0.6544567456278413,0.18382220841055358
855,가장 행복할 날과 가장 불행할 날 중 뭐가 더 궁금한가요?,가치관,2,4,2,2,0,0,0,1,1,1,c,0,0.5641071199031873,0.46929060418914537,0.654456745645248,0.18382220839275415
58,지금 내 마음의 온도는 몇 도쯤 될까요?,감정,1,3,1,2,0,1,0,2,1,2,t,1,0.5069813942012571,0.3784060951036795,0.6346397895458308,0.4631972955951844
98,나만 아는 내 마음의 모양은 어떤 걸까요?,감정,2,3,1,2,0,0,0,3,2,2,d,1,0.3875199482308119,0.26447649930919925,0.5268072697362856,0.8451388176612628
124,"약속 시간에 늦지 않기 위해 하는 준비가 있다면, 어떤 건가요?",루틴,2,3,1,2,0,0,2,1,1,1,t,0,0.36253225499408925,0.26921459246118395,0.46750352061299183,0.9491520052451671
143,나를 가장 잘 보여주는 생활 습관은 무엇인가요?,루틴,2,3,1,2,0,0,0,2,1,1,t,0,0.48738492288794427,0.38536585947897983,0.5904659668888829,0.5497373945570281
147,"반복되는 일상 속, 나를 가장 뿌듯하게 만드는 루틴은 무엇인가요?",루틴,2,3,1,2,0,0,0,1,1,1,t,0,0.5381273489508057,0.4364470529920805,0.636731606443276,0.30486172157674996
148,과거의 나보다 좋아진 습관이 있다면 무엇인가요?,루틴,2,3,1,2,0,0,1,2,1,1,t,0,0.49165420699858103,0.3849557738636725,0.5991184139112996,0.5276161328606249
176,내가 생각하는 '좋은 사람'의 기준은 무엇인가요?,관계,2,3,1,2,0,0,0,2,1,1,d,0,0.339065484207611,0.23964265546928945,0.45505083343073427,0.9581777760248896
180,다른 사람 칭찬을 잘해주는 편인가요?,관계,2,3,1,2,0,0,0,1,1,1,t,0,0.4792300447794108,0.37765687002849035,0.5825500020707535,0.5892086028390325
190,"관계를 정리할 때 나만의 기준이 있다면, 어떤 건가요?",관계,2,3,1,2,0,0,2,2,2,2,t,0,0.2688687145985756,0.18649411721101214,0.37103337019668003,0.9963860667058118
227,사랑하는 사람과 다툼이 생기면 어떻게 해결하나요?,사랑,2,3,1,2,0,0,1,2,2,2,t,0,0.592129338764541,0.4750258519664259,0.6996285622851516,0.1497985043817774
246,영원한 사랑이 있다고 생각하나요?,사랑,2,3,1,2,0,0,0,1,1,1,d,0,0.5430183509143138,0.4221228535108403,0.6590502466277391,0.3154939402460344
254,5년 뒤 '잘 살고 있다'고 느끼려면 뭐가 필요할까요?,가치관,2,3,1,2,0,0,0,2,1,1,h,0,0.5611460806428892,0.45153158038521446,0.6651018466810077,0.2283745317831442
255,가장 존경하는 인물은 누구인가요?,가치관,1,3,0,2,1,0,0,1,1,1,n,0,0.5637189104359387,0.4357316772581343,0.6837460968329626,0.25380246100916004
271,내가 생각하는 '공정하다'는 건 어떤 건가요?,가치관,2,3,1,2,0,0,0,3,1,1,d,0,0.4119710228999998,0.305469157736151,0.5274078308541758,0.8295421432608419
291,"과거로 돌아갈 수 있다면 바꾸고 싶은 선택이 있다면, 어떤 건가요?",가치관,2,3,1,2,0,0,1,2,2,2,h,0,0.5670117194395135,0.44756838314494146,0.6791436038475288,0.22780804310054859
348,오늘 하루를 관통한 감정에 이름을 붙인다면 무엇일까요?,감정,2,3,1,2,0,2,0,2,1,2,d,1,0.30191294118098355,0.19531992830109066,0.4352151540533778,0.9669655178594082
355,오늘 감정을 억누르기 힘든 순간이 있었나요?,감정,2,3,1,2,0,2,2,1,2,2,r,0,0.30718731577321706,0.2106630550348079,0.42417184924872753,0.9787412006749029
361,오늘 감정이 내 예상과 전혀 다르게 흘러갔나요?,감정,2,3,1,2,0,2,0,2,1,1,r,0,0.4244679724041922,0.31537243925025266,0.541455626206307,0.7887747726892023
375,이번 주 통틀어 가장 환하게 웃었던 기쁜 순간은 언제인가요?,감정,2,3,1,2,0,2,1,1,1,1,r,0,0.47903555292619265,0.36254545304706814,0.5978510638601063,0.5782915252678178
398,화난 감정이 얼마나 오래가나요?,감정,2,3,1,2,0,0,0,1,1,1,t,0,0.6255315448018588,0.5316462914975507,0.710833130329106,0.04138840335499396
416,워라밸이 얼마나 중요한가요?,루틴,2,3,1,2,0,0,0,1,1,1,d,0,0.4435233691468108,0.33188419751160386,0.5611735084051778,0.721816622368193
423,오늘 나를 정신없이 달리게 만든 주범은 무엇인가요?,루틴,2,3,1,2,0,2,1,1,1,1,r,1,0.3462774254837824,0.23195133796437822,0.4816182604692518,0.923194081494049
443,"집중이 잘 되는 시간대가 있다면, 언제인가요?",루틴,2,3,1,2,0,0,1,1,1,1,t,0,0.5423783877399422,0.43593922856924583,0.6450845016497593,0.29498831148280713
474,한 달에 가장 많이 쓰는 카테고리가 뭔가요?,루틴,2,3,1,2,0,0,0,1,1,1,t,0,0.5381273489857983,0.4364470530169727,0.6367316064849975,0.30486172143935214
475,누군가에게 돈을 쓸 때 기분이 어떤가요?,루틴,2,3,1,2,0,0,0,1,1,1,t,0,0.53812734899827,0.43644705298472736,0.6367316065385343,0.3048617214635579
500,의견이 다를 때 어떻게 대화를 풀어나가나요?,관계,2,3,1,2,0,0,0,1,1,1,t,0,0.4792300447200615,0.37765687027315675,0.5825500017019372,0.5892086033930807
509,"부모님한테 인정받고 싶은 마음이 있다면, 어떤 부분에서 인정받고 싶나요?",관계,2,3,1,2,0,0,1,2,3,3,t,0,0.4362848418083372,0.31341791216992654,0.5675054955304151,0.7251247607540285
519,나의 말이나 행동이 타인에게 기분 좋은 울림을 줬나요?,관계,2,3,0,2,1,0,0,2,1,1,o,0,0.23891045371824413,0.1479104599893426,0.36210490170201615,0.9935265084125191
521,누군가와 '진짜 함께 있다'는 건 어떤 느낌일까요?,관계,2,3,1,2,0,0,0,3,1,1,d,1,0.2563725830892551,0.16321963260791905,0.37863363914981113,0.9912025652539416
524,"말을 건네고 싶었지만 꾹 참은 사람이 있다면, 어떤 말을 하고 싶었나요?",관계,2,3,1,2,0,0,2,2,3,3,n,0,0.21790647077021752,0.1272700313267514,0.3473967958939318,0.9939670674585652
528,오늘 누군가와 진심이 닿는 대화를 나눴나요?,관계,2,3,0,2,1,2,2,1,1,1,o,0,0.10506971151002967,0.058225893798507004,0.18230500332589922,0.9999898290649022
542,남이 말해줘서 알게 된 나의 특징은 무엇인가요?,관계,2,3,0,2,1,0,1,2,1,1,t,0,0.42222424967630146,0.3188209345368019,0.5329265562654105,0.8088957701114263
553,연애할 때 혼자만의 시간은 어떤 의미인가요?,사랑,2,3,1,2,0,0,1,2,1,1,d,0,0.4965506216660091,0.37214241168542156,0.6213874227588831,0.5039514628570819
561,전 애인과 친구가 될 수 있다고 생각하나요?,사랑,2,3,1,2,0,0,0,1,1,1,d,0,0.5430183509314173,0.4221228530138904,0.6590502471164835,0.3154939409205993
564,이상형과 실제 사귄 사람이 같은 편인가요? 다르다면 어떤 점이 다른가요?,사랑,2,3,1,2,0,0,2,1,1,2,t,0,0.42470181493646453,0.3178997709559688,0.5390299610712099,0.7933819976750394
565,이상형의 조건 중 양보할 수 있는 것과 없는 것은 무엇인가요?,사랑,2,3,1,2,0,0,0,2,1,1,p,0,0.6227291334351882,0.5108339717221514,0.7229122906092514,0.0762805579050262
569,내 인생에서 사랑은 어떤 의미인가요?,사랑,2,3,1,2,0,0,0,3,1,1,d,0,0.4416756723727898,0.32139125569265975,0.5692169683251739,0.7125461047011351
593,돈과 시간 중 더 소중한 건 무엇인가요?,가치관,1,3,0,2,1,0,0,1,1,1,c,0,0.5818393149921113,0.4871856263702012,0.6708265544509884,0.126615860651069
647,"모든 물건이 있는 집에 불이 났을 때, 소중한 가족과 애완동물을 대피시킨 후 하나의 물건만 가져나올 수 있다면 뭘 고를 것인가요?",가치관,2,3,1,2,0,0,0,1,1,1,h,0,0.6104998466457482,0.5041039588722331,0.7073216653217141,0.08701324486753587
674,몸의 아픔을 못 느끼는 것과 마음의 아픔을 못 느끼는 것 중 뭐가 더 나은가요?,감정,2,3,1,2,0,0,0,2,2,1,c,0,0.5618454711872268,0.4562441698515173,0.662125942965276,0.21735120643920358
679,감정을 못 드러내는 것과 못 숨기는 것 중 뭐가 덜 힘든가요?,감정,2,3,1,2,0,0,0,1,1,1,c,0,0.5760137368246285,0.4757587378006306,0.6703795127822897,0.157525126177484
689,친구 한 명을 잃는 것과 나머지 모든 친구를 잃는 것 중 뭐가 더 아픈가요?,관계,2,3,1,2,0,0,0,2,3,1,c,0,0.4497240354211937,0.3345679195176623,0.5705327620661961,0.6936794410062541
753,남 밑에서 편하게 일하는 것과 내 사업을 하는 것 중 뭐가 더 나은가요?,가치관,2,3,1,2,0,0,0,1,1,1,c,0,0.5558358080845824,0.46019792884175664,0.6475079840695785,0.2171655481690905
774,노숙자를 돕는 일과 아이들을 가르치는 일 중 뭐가 더 마음이 가나요?,가치관,2,3,1,2,0,0,0,1,1,1,c,0,0.5558358081352319,0.4601979290850208,0.6475079839397208,0.21716554750437383
794,먼 미래를 계획하는 연애와 지금을 즐기는 연애 중 뭐가 더 편한가요?,가치관,2,3,0,2,1,0,0,1,1,1,c,0,0.5472203081113988,0.45079085337342795,0.6402311269785704,0.25457333428637735
799,늘 옳은 결정을 내리는 힘과 실수에서 빨리 배우는 힘 중 뭐가 더 필요한가요?,가치관,2,3,1,2,0,0,0,2,1,1,c,0,0.5052508545668424,0.408246215594564,0.6018617743369339,0.4598324416918673
824,한 달을 슬퍼하고 달라지는 것과 1년을 무감각하게 사는 것 중 뭐가 더 나은가요?,가치관,2,3,1,2,0,0,0,2,2,1,c,0,0.5415361885333894,0.44053947918268493,0.6392314472744749,0.2885970766535673
835,우주의 비밀과 내 선택의 결과 중 뭐가 더 궁금한가요?,가치관,1,3,1,2,0,0,0,1,1,1,c,0,0.5896672083562434,0.49601733663356734,0.6772386669694891,0.10364513075542747
869,규칙이 하나도 없는 세상과 너무 많은 세상 중 뭐가 더 답답한가요?,가치관,2,3,1,2,0,0,0,1,1,1,c,0,0.5558358081027118,0.4601979289738016,0.6475079839817784,0.21716554782279335
21,"남들은 모르지만 혼자 발견한 풍경이 있다면, 어떤 풍경인가요?",취향,2,2,0,2,0,0,2,2,1,1,r,0,0.2669425720899967,0.18918152492103738,0.3623812281362507,0.9980116026633007
114,하루 중 온전히 나만을 위해 쓰는 시간은 얼마나 되나요?,루틴,2,2,0,2,0,0,0,1,1,1,t,0,0.5291207845064386,0.42685027590063057,0.6290034313463173,0.34676400574002975
117,새로운 루틴을 만들 때 가장 힘든 점은 무엇인가요?,루틴,2,2,0,2,0,0,1,2,1,1,t,0,0.4817290875132432,0.37494302129883916,0.5902106666903996,0.5734260955339634
121,주말에 꼭 하는 일은 무엇인가요?,루틴,2,2,0,2,0,0,0,1,1,1,t,0,0.5291207844769108,0.4268502761092557,0.6290034310920085,0.34676400553284786
132,"중요한 일을 앞두고 지키는 징크스 같은 행동이 있다면, 어떤 건가요?",루틴,2,2,0,2,0,0,2,1,1,1,t,0,0.35112673374200126,0.25903751238726663,0.45581474009326756,0.9618435926995058
141,지금의 습관이 10년 뒤 나를 어디로 데려갈까요?,루틴,2,2,0,2,0,0,0,3,1,2,h,1,0.35088409213901867,0.23392852882907444,0.4889890647423008,0.912819275998697
150,오늘 하루를 기록한다면 어떤 제목을 붙이고 싶나요?,루틴,2,2,0,2,0,2,0,2,1,1,o,0,0.20344500080782296,0.12043277779245194,0.3226843754640701,0.9973281525282114
155,최근 누군가에게 받은 기분 좋은 문자는 무엇인가요?,관계,1,2,0,2,0,1,2,1,1,1,r,0,0.2710145381499149,0.182103531685695,0.38300750733882927,0.9928345768972097
157,길에서 우연히 만나면 반가울 사람은 누구인가요?,관계,1,2,0,2,0,0,0,1,1,1,n,0,0.43349782144793436,0.30581086146769637,0.5706709996970076,0.725142736653377
183,다투면 먼저 사과하는 편인가요? 사과할 때 나만의 방식이 있나요?,관계,2,2,0,2,0,0,0,2,2,2,t,0,0.4196308541719872,0.31539643870951767,0.5315658725503758,0.8143541049339089
212,좋아하는 사람에게 제일 먼저 보여주고 싶은 내 모습은 뭘까요?,사랑,1,2,0,2,0,0,0,2,1,2,t,0,0.578265764708356,0.46854323120396063,0.6807694051785134,0.1724300993301412
214,"첫눈에 반한 적이 있다면, 어떤 느낌이었나요?",사랑,2,2,0,2,0,0,2,1,1,2,r,0,0.3705564684504752,0.2658681301796584,0.4890086796222069,0.914902353220002
223,사랑과 우정의 경계선은 어디라고 생각하나요?,사랑,2,2,0,2,0,0,0,2,1,1,d,0,0.48236140908903063,0.3620976683231077,0.6047039215042773,0.5623759130181722
289,내가 가장 중요하게 생각하는 옮고 그름의 기준은 무엇인가요?,가치관,2,2,0,2,0,0,0,3,1,1,d,0,0.4009169071514292,0.2953034014470769,0.5166118373727954,0.8582781465892464
299,"인생의 마지막 날, 되돌아본다면 나에게 어떤 말을 할까요?",가치관,2,2,0,2,0,0,0,3,2,2,h,0,0.5027385202017819,0.383316945353102,0.6218484575198955,0.478131917629495
382,가장 힘들었던 경험은 무엇이었나요?,감정,2,2,0,2,0,0,0,2,3,3,r,0,0.5271453871853499,0.40045059613278655,0.6504379485476249,0.38339113162852917
388,내 삶에서 가장 들키기 싫은 건 무엇인가요?,감정,2,2,0,2,0,0,0,2,3,3,t,0,0.5719706331584624,0.4500250159676798,0.6857579783272005,0.21673262223207362
389,감정을 숨기기 어려워하는 편인가요?,감정,2,2,0,2,0,0,0,1,1,1,t,0,0.6185843383769127,0.5235534221742709,0.7053288382034784,0.05213580597226944
400,혼자 울 때와 누군가 앞에서 울 때가 다른가요?,감정,2,2,0,2,0,0,1,2,2,2,t,0,0.5745541899109656,0.4648788550146139,0.6773521859684157,0.18366907319273734
405,걱정이 많은 편인가요? 요즘 가장 큰 걱정은 뭔가요?,감정,2,2,0,2,0,1,0,1,2,2,t,0,0.5981808981734235,0.4824500961968475,0.7039149736115092,0.13214022591311786
435,오늘 정리한 나의 생활이나 마음은 무엇이었나요?,루틴,2,2,0,2,0,2,2,2,1,1,r,1,0.16101310322733367,0.09740134916500376,0.25445703761494537,0.9998702040143006
465,"운동 전에 꼭 하는 루틴이 있다면, 어떤 건가요?",루틴,2,2,0,2,0,0,2,1,1,1,t,0,0.3511267338061834,0.2590375124259732,0.4558147401829966,0.96184359260405
483,"꿈을 기록해본 적이 있다면, 어떤 경험이었나요?",루틴,2,2,0,2,0,0,2,1,1,1,r,0,0.3108788657112855,0.22138612546594855,0.41716542394338024,0.9854720524552797
487,가장 귀찮은 루틴은 무엇인가요?,루틴,1,2,0,2,0,0,0,1,1,1,p,0,0.6016585680945546,0.49476165288821744,0.699667575112703,0.10587009170061207
495,오래된 관계와 새로운 관계 중 어디에 더 힘을 쓰나요?,관계,2,2,0,2,0,0,0,1,1,1,c,0,0.4172335783762584,0.316545830029935,0.5253310605815695,0.8300041015478398
515,최근에 가장 기분 좋게 이야기를 나눈 사람은 누구인가요?,관계,1,2,0,2,0,1,1,1,1,1,n,0,0.415118498037819,0.2789871848302726,0.5655703242697578,0.7591155659079408
520,나는 사람들에게 마음을 얼마나 열어두고 있나요?,관계,2,2,0,2,0,0,0,2,2,2,t,0,0.4196308541881567,0.3153964386846717,0.5315658726120929,0.8143541047871172
529,상대의 감정을 예민하게 읽어낸 순간이 있었나요?,관계,2,2,0,2,0,0,2,2,1,1,r,0,0.22317672364012497,0.15139040027692427,0.3163146029302118,0.9995629100539517
548,아버지와의 관계에 대해 어떻게 생각하나요?,관계,2,2,0,2,0,0,1,2,3,3,t,0,0.42551370812148515,0.30356720254413905,0.5572503581486131,0.7585883739054298
588,"과거의 나에게 '괜찮아, 그럴 수 있어'라고 말해주고 싶은 순간이 있나요?",가치관,2,2,0,2,0,0,1,2,2,2,r,0,0.5089099656753826,0.39824355628432195,0.6187099677368285,0.448262222917042
594,성공은 어떤 의미인가요?,가치관,2,2,0,2,0,0,0,3,1,1,d,0,0.4009169071411035,0.29530340139667327,0.5166118374118093,0.8582781465132143
595,꿈과 현실의 균형을 어떻게 맞추고 있나요?,가치관,2,2,0,2,0,0,0,3,1,1,t,0,0.49634712637298345,0.3971302204871059,0.5958525551465467,0.5060283625040768
607,어떤 순간에 나를 더 안아주고 싶어지나요?,가치관,2,2,0,2,0,0,0,2,2,2,t,1,0.5014094660430494,0.38380569537896203,0.6188574913814613,0.48346236350823646
608,채워지지 않는 결핍이 있다면 무엇인가요?,가치관,2,2,0,2,0,0,1,3,3,3,t,1,0.45575335950548407,0.32091783947659536,0.5974029117462487,0.6463269672517405
635,지금 당장 감사하다고 말하고 싶은 단 한 가지는 무엇인가요?,가치관,2,2,0,2,0,1,0,1,1,1,p,0,0.6135546473076855,0.5021725757785673,0.7141993073326635,0.09109879241484936
640,나의 생각과 삶의 태도에 가장 큰 변화를 준 사람은 누구인가요?,가치관,2,2,0,2,0,0,1,2,1,1,n,0,0.481385152494052,0.35100943306985494,0.6143459409258657,0.5609432888518854
713,널리 얕게 사랑받는 것과 미움받아도 깊은 관계 하나 중 뭐가 더 소중한가요?,관계,2,2,0,2,0,0,0,2,1,1,c,0,0.3678027281884887,0.27191316305608865,0.47542682596364316,0.9379140631960771
715,권위형 리더와 솔선수범형 리더 중 어느 쪽에 더 가깝나요?,관계,2,2,0,2,0,0,1,1,1,1,c,0,0.42147146780761946,0.3164162194601296,0.5341515318830752,0.8070635963003927
716,남의 운명을 좌우하는 것과 내 삶을 내 뜻대로 하는 것 중 뭐가 더 좋나요?,관계,2,2,0,2,0,0,0,2,1,1,c,0,0.36780272814480697,0.2719131631555781,0.4754268257446109,0.9379140635554994
732,돈 많고 성격 나쁜 사람과 가난해도 착한 사람 중 누가 더 끌리나요?,사랑,2,2,0,2,0,0,0,1,1,1,c,0,0.5776787929825093,0.4675882196531157,0.6805570171726335,0.1749977129067512
826,아픈 진실을 말하는 것과 자비로운 거짓말을 하는 것 중 뭐가 더 옳은가요?,가치관,2,2,0,2,0,0,0,2,1,1,c,0,0.49557947156006293,0.39819562718201074,0.5932998819999089,0.5101139332079697
841,거짓말을 알아채는 능력과 들키지 않는 능력 중 뭐가 더 탐나나요?,가치관,2,2,0,2,0,0,0,1,1,1,c,0,0.547220308092992,0.45079085341254604,0.6402311269079539,0.25457333423816697
842,꿈꾸던 일과 진정한 사랑 중 뭐가 더 이루고 싶나요?,가치관,2,2,0,2,0,0,0,1,1,1,c,0,0.5472203080752716,0.45079085328756546,0.6402311269912827,0.25457333455135317
843,평범한 사람들 틈에서 돋보이는 삶과 천재들 틈에서 평범한 삶 중 뭐가 더 끌리나요?,가치관,2,2,0,2,0,0,0,1,1,1,c,0,0.5472203080981813,0.45079085342757497,0.64023112690362,0.2545733341941457
863,완전히 이해받는 것과 있는 그대로라도 받아들여지는 것 중 뭐가 더 필요한가요?,가치관,2,2,0,2,0,0,0,2,1,1,c,0,0.4955794716001782,0.39819562734633,0.5932998819118949,0.5101139330139169
35,가장 좋아하는 작가나 아티스트는 누구인가요?,취향,2,8,6,1,1,0,0,1,1,1,p,0,0.6208980978811303,0.5235055208973216,0.7094331148606795,0.053125533526193244
57,최근에 가장 크게 웃었던 일은 무엇인가요?,감정,1,8,5,1,2,1,1,1,1,1,r,0,0.6368370996750496,0.5221131812055374,0.7378481893759299,0.06080440895098598
321,"한 번쯤은 시도해보고 싶은 패션 스타일이 있다면, 어떤 건가요?",취향,2,8,6,1,1,0,1,1,1,1,p,0,0.6246900353828944,0.5226276043004123,0.7167575452323093,0.05604712280615483
51,지금 기분을 날씨로 말하면 어떤가요?,감정,1,7,3,1,3,1,0,1,1,2,t,1,0.584284036453566,0.4562326494672151,0.7018846490975658,0.19212879539726824
66,최근에 가장 뿌듯했던 순간은 언제인가요?,감정,1,7,5,1,1,1,1,1,1,1,r,0,0.636837099716442,0.5221131811706528,0.737848189472211,0.06080440901818022
308,쉴 때마다 구경하는 앱은 무엇인가요?,취향,2,7,4,1,2,0,0,1,1,1,t,0,0.5719489529174346,0.47875756653112583,0.6603009159434162,0.15277144724050679
390,감정에 쉽게 휘둘리는 편인가요?,감정,2,7,5,1,1,0,0,1,1,1,t,0,0.6613028740001546,0.5721200473392769,0.7403339838641987,0.01077012531129744
1,요즘 자주 찾는 색깔은 무엇인가요?,취향,2,6,2,1,3,1,0,1,1,1,p,0,0.5708064249835423,0.45557213086174947,0.6788442700210475,0.20724680067102919
2,가장 자주 듣는 노래는 무엇인가요?,취향,1,6,4,1,1,0,0,1,1,1,p,0,0.6388798097414047,0.5426735469576129,0.7250996748178384,0.03127941646691886
33,누군가에게 선물할 때 가장 신경 쓰는 건 무엇인가요?,취향,2,6,4,1,1,0,1,2,1,1,t,0,0.5275403206864041,0.42717217611305236,0.6257305413113651,0.35144881782847726
303,"야심 차게 시작했다가 금방 포기한 취미가 있다면, 어떤 건가요?",취향,2,6,5,1,0,0,1,1,1,1,r,0,0.5421268240096946,0.4376136542826491,0.6430594800563282,0.2925967089049366
309,"언젠가 살아보고 싶은 곳이 있다면, 어디인가요?",취향,2,6,5,1,0,0,1,1,1,1,p,0,0.6181849871558789,0.5151540290263381,0.7115796389183693,0.06731455339560848
48,내가 좋아하는 사람들의 공통점은 무엇인가요?,취향,2,5,3,1,1,0,0,2,1,1,t,0,0.5144585451169084,0.4186432364282596,0.6092227224545348,0.4111044111605724
70,기분이 울적할 때 찾게 되는 음식은 무엇인가요?,감정,2,5,4,1,0,0,0,1,1,1,p,0,0.688178435208226,0.5941938977559554,0.7688632954139335,0.0061476303785526825
86,한참 슬펐을 때 나를 건져준 건 무엇인가요?,감정,2,5,2,1,2,0,1,2,3,3,r,0,0.5594574715675905,0.4288555868420117,0.6823175592883199,0.2719739789353013
89,나를 가장 미소 짓게 하는 추억은 무엇인가요?,감정,2,5,3,1,1,0,0,1,1,2,r,0,0.5757998363931551,0.47072069426826446,0.674445436624481,0.1695149399384469
312,낮잠 자는 걸 좋아하나요?,취향,2,5,4,1,0,0,0,1,1,1,t,0,0.5719489524374054,0.478757566317255,0.6603009152560597,0.15277144811069637
410,감정을 글로 쓰면 정리가 되나요? 쓰고 나면 뭐가 달라지나요?,감정,2,5,3,1,1,0,1,2,1,1,t,0,0.6067817476252767,0.50551962458516,0.6996284762092481,0.08363550480130344
678,사랑을 못 느끼는 것과 두려움을 못 느끼는 것 중 뭐가 덜 두렵나요?,감정,2,5,4,1,0,0,0,2,2,1,c,0,0.595778272865825,0.4922206424486904,0.6914549144962904,0.11188164582480936
