질문 ID,질문 문구,관심사,레벨,상태,노출,답변,교체,미응답,답변율(%),교체율(%),예측 답변율(문구 모델),추정 답변율(축소),추정 하한(10%),추정 상한(90%),P(평균 미만),P(평균 미만|데이터만),위험 특성,분류,양자택일형,경험 전제형(~있다면/~적 있),가정·상상형(~한다면),정의·개념형,복문(쉼표·두 질문),오늘 기반,최근·이번 주 회상,요즘(현재 상태),과거 기억 회상,미래·상상,부정·무거운 감정,연애 대상 전제,특정 활동 전제,자기 수용·칭찬,문구 길이,수정 방향(패턴),원인 진단,수정 원칙,수정안 1 (권장),수정안 2 (대안)
512,"상황이 사람을 바꾼다고 느꼈던 적이 있다면, 어떤 경험이었나요?",관계,2,ACTIVE,2,0,1,1,0.0,50.0,0.2800075563317177,0.2650644730806359,0.17627934926624608,0.35942240473140186,0.9913270865364844,0.6795954909782459,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,35,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,경험 전제 + 추상,성향형 전환,상황에 따라 내가 달라지는 모습은 무엇인가요?,"사람은 잘 변한다고 생각하나요, 잘 안 변한다고 생각하나요?"
641,오늘의 작은 선택이 미래의 나를 어떻게 바꿀까요?,가치관,2,ACTIVE,2,1,1,0,50.0,50.0,0.2539345101910137,0.26706621687637866,0.17802846475060893,0.3616293918755106,0.990678723007326,0.48644645260100294,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,True,False,False,False,False,27,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + 미래 추론까지 이중 부담,시점 중립화 + 단순화 (시점 없는 성향형 우선),10년 뒤 나에게 고마울 습관은 무엇일까요?,미래의 나를 위해 요즘 하고 있는 작은 일은 무엇인가요?
432,오늘은 하루를 계획적으로 보냈나요 아니면 즉흥적으로 보냈나요?,루틴,2,ACTIVE,0,0,0,0,,,0.26336783132109326,0.2633678313210932,0.17247175122728756,0.36020552063582606,0.9903384500646442,0.506594919605562,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,34,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + 하루 전체를 평가해야 함,성향형 전환,"나는 계획적으로 사는 편인가요, 즉흥적으로 사는 편인가요?",계획이 틀어지면 나는 어떻게 반응하나요?
377,"오늘 완전히 방전됐다가 다시 충전된 순간이 있다면, 어떤 때였나요?",감정,2,ACTIVE,2,1,1,0,50.0,50.0,0.257275581727011,0.270228986402372,0.18079720549541406,0.3651113144912361,0.9895698024164498,0.48644645260100294,"오늘 기반, 경험 전제형(~있다면/~적 있)",B. 패턴 기반 수정 권장,False,True,False,False,True,True,False,False,False,False,False,False,False,False,37,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출 / '~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시",오늘 + 전제 + 방전·충전 이중,시점 중립화 + 단순화,방전됐을 때 나를 다시 충전해주는 것은 무엇인가요?,나의 에너지 충전 방법은 무엇인가요?
430,오늘 조금 과하다 싶었던 나의 행동은 무엇이었나요?,루틴,2,ACTIVE,1,0,1,0,0.0,100.0,0.2788486333266694,0.2712040320310514,0.1804957579386527,0.36749415839737126,0.988327885863475,0.5980047203862283,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,True,False,False,False,False,False,28,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + 과한 행동 인정 요구,시점 중립화 + 성향형,나도 모르게 과하게 하는 것은 무엇인가요?,적당히가 가장 어려운 것은 무엇인가요?
509,"부모님한테 인정받고 싶은 마음이 있다면, 어떤 부분에서 인정받고 싶나요?",관계,2,ACTIVE,3,1,2,0,33.3,66.7,0.2716183832886181,0.27643027209848725,0.1873663821122612,0.3706551098967743,0.987987168044022,0.5734240410555717,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,40,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,부모 관계 전제 + 인정 욕구 고백 부담,부담 완화,가족에게 인정받고 싶은 부분은 무엇인가요?,가족이 나에 대해 가장 몰라주는 부분은 무엇인가요?
524,"말을 건네고 싶었지만 꾹 참은 사람이 있다면, 어떤 말을 하고 싶었나요?",관계,2,ACTIVE,3,1,2,0,33.3,66.7,0.2716183832886181,0.27643027209848725,0.1873663821122612,0.3706551098967743,0.987987168044022,0.5734240410555717,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,40,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,특정 인물 + 참은 말 전제,인물 제거 + 성향형,"하고 싶은 말을 참는 편인가요, 하는 편인가요?",지금 누군가에게 하고 싶은 말이 있나요? 이름 없이 말만 적어도 좋아요.
373,"오늘이 지나도 꼭 간직하고 싶은 감정이 있다면, 어떤 건가요?",감정,2,ACTIVE,2,1,1,0,50.0,50.0,0.2621206341654652,0.2748154743117393,0.18482331477682906,0.3701495852508535,0.987762929120974,0.48644645260100294,"오늘 기반, 경험 전제형(~있다면/~적 있)",B. 패턴 기반 수정 권장,False,True,False,False,True,True,False,False,False,False,False,False,False,False,34,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출 / '~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시",오늘 + 전제,시점 중립화,오래 간직하고 싶은 감정은 무엇인가요?,다시 느끼고 싶은 감정의 순간은 언제인가요?
423,오늘 나를 정신없이 달리게 만든 주범은 무엇인가요?,루틴,2,ACTIVE,3,1,2,0,33.3,66.7,0.27326228762307364,0.277946001900423,0.18870398479554087,0.3723140369639292,0.9873370234101733,0.5734240410555717,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,28,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + '주범' 은유,시점 중립화,요즘 나를 정신없이 바쁘게 하는 것은 무엇인가요?,바쁠 때 가장 먼저 포기하는 것은 무엇인가요?
376,"오늘 감정을 말로 설명하기 참 어려웠던 순간이 있다면, 어떤 때였나요?",감정,2,ACTIVE,1,1,0,0,100.0,0.0,0.2540782482930896,0.2745276022006202,0.18340754723992508,0.3711485819238577,0.986932804372708,0.39505588469225966,"오늘 기반, 경험 전제형(~있다면/~적 있)",B. 패턴 기반 수정 권장,False,True,False,False,True,True,False,False,False,False,False,False,False,False,39,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출 / '~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시",오늘 + 전제 + 문장 김,시점 중립화 + 짧게,말로 설명하기 가장 어려운 감정은 무엇인가요?,감정을 말로 표현하는 게 쉬운 편인가요?
628,오늘 누구의 눈치도 보지 않고 오직 내 마음대로 정한 건 무엇인가요?,가치관,2,ACTIVE,1,0,1,0,0.0,100.0,0.28320769868213475,0.2754435941410946,0.18421125914121922,0.3721545482289657,0.98652440670221,0.5980047203862283,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,38,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 기반 + 문장 김,시점 중립화,누구 눈치도 보지 않고 내 마음대로 정하고 싶은 것은 무엇인가요?,남의 시선보다 내 마음을 따르는 편인가요?
627,시간을 되돌린다면 오늘을 어떻게 다르게 살까요?,가치관,2,ACTIVE,0,0,0,0,,,0.27490415363370624,0.27490415363370624,0.18252785962256768,0.3729329898279,0.9857287445687335,0.506594919605562,오늘 기반,B. 패턴 기반 수정 권장,False,False,True,False,False,True,False,False,False,False,False,False,False,False,26,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 기반 + 하루가 끝나지 않으면 답 불가,시점 이동 + 저녁 노출,하루를 다시 산다면 무엇을 다르게 하고 싶나요? (저녁 노출 권장),다시 살아보고 싶은 하루는 언제인가요?
532,"가장 가까운 사람에게 꼭 전하고 싶은 말이 있다면, 어떤 말인가요?",관계,2,ACTIVE,0,0,0,0,,,0.2766329387174028,0.2766329387174028,0.18404212701085215,0.374832963463681,0.9848994362132599,0.506594919605562,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,37,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,전제형 (대부분 답 가능),경미 수정,가장 가까운 사람에게 꼭 전하고 싶은 말은 무엇인가요?,가까운 사람에게 평소 못한 말은 무엇인가요?
506,"나만 노력하는 것 같은 관계가 있다면, 어떤 관계인가요?",관계,2,ACTIVE,1,0,0,1,0.0,0.0,0.2868317000981329,0.27896824399997894,0.1873086937808887,0.3760205767048791,0.9848509740217841,0.5980047203862283,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,31,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,특정 관계 전제 + 부정적,성향형 전환,"관계에서 내가 더 노력하는 편인가요, 받는 편인가요?",관계가 기울어졌다고 느낄 때 나는 어떻게 하나요?
185,"사람들 사이에서 소외감을 느꼈던 적이 있다면, 어떤 상황이었나요?",관계,2,ACTIVE,0,0,0,0,,,0.27831710532680703,0.27831710532680703,0.18551911017804276,0.37668210012807835,0.9840529752957725,0.506594919605562,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,36,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,소외 경험 전제 + 부정적,성향형 전환 + 강도 완화,여러 사람 사이에서 나는 어떤 자리에 있을 때 편한가요?,모임에서 나는 주로 어떤 역할을 맡나요?
508,"오래 알았는데 멀어진 사람이 있다면, 어떤 사이였나요?",관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.2885531894248045,0.28064253890658086,0.18878271704809216,0.3778543652468485,0.9839968262699998,0.5980047203862283,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,30,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,멀어진 사람 전제,성향형 전환,사람과 멀어지는 가장 흔한 이유는 무엇이라고 생각하나요?,오랜만에 연락하고 싶은 사람이 있나요? 어떤 사이인가요?
427,오늘 몸이 가장 바쁘게 움직였던 시간은 언제인가요?,루틴,2,ACTIVE,0,0,0,0,,,0.2788486333266694,0.2788486333266694,0.18598561712978667,0.3772653259948808,0.9837777132137538,0.506594919605562,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,True,False,False,False,False,False,28,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 기반,시점 중립화,하루 중 몸이 가장 바쁜 시간은 언제인가요?,"나는 아침형 인간인가요, 저녁형 인간인가요?"
158,"나를 웃게 만드는 재주가 있는 친구가 있다면, 어떤 사람인가요?",관계,2,ACTIVE,0,0,0,0,,,0.2800075563317177,0.2800075563317177,0.1870033783578078,0.3785363605929557,0.9831637282378215,0.506594919605562,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,35,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,특정 친구 전제,인물 → 특징,나를 잘 웃게 하는 사람은 어떤 유머를 가졌나요?,나는 어떤 유머에 가장 잘 웃나요?
517,"나 자신과 했던 약속 중 아직 유효한 게 있다면, 어떤 건가요?",관계,2,ACTIVE,0,0,0,0,,,0.2800075563317177,0.2800075563317177,0.1870033783578078,0.3785363605929557,0.9831637282378215,0.506594919605562,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,35,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,나와의 약속 전제,전제 제거,나 자신과 하고 싶은 약속은 무엇인가요?,스스로에게 가장 자주 하는 다짐은 무엇인가요?
515,최근에 가장 기분 좋게 이야기를 나눈 사람은 누구인가요?,관계,1,ACTIVE,2,0,2,0,0.0,100.0,0.3014612006347666,0.2853732068781991,0.19413963032040185,0.3816986940230817,0.9825744133873114,0.6795954909782459,최근·이번 주 회상,B. 패턴 기반 수정 권장,False,False,False,False,False,False,True,False,False,False,False,False,False,False,31,기간 제한 제거('최근'→'지금까지/평소'),최근 + 특정 인물 지목,인물 → 대화 내용 (시점 없는 성향형 우선),대화가 즐거운 사람의 공통점은 무엇인가요?,최근 즐거웠던 대화 주제는 무엇인가요?
336,오늘 내 복잡한 마음을 잠시 쉬게 해준 건 무엇이었나요?,취향,2,ACTIVE,1,0,1,0,0.0,100.0,0.29318290851763495,0.2851453348147675,0.19275533471005868,0.38277766152121817,0.98149729053325,0.5980047203862283,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,31,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + 복잡한 마음 전제,시점 중립화,복잡한 마음을 잠시 쉬게 해주는 것은 무엇인가요?,머리를 비우고 싶을 때 하는 일은 무엇인가요?
543,"주변 사람을 덕질해 본 적이 있다면, 누구였나요?",관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.29375430185222196,0.2857010634707302,0.19324647478041004,0.3833844414129848,0.9811673951624702,0.5980047203862283,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,27,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,'덕질' 경험 전제 + 특정 인물 지목,인물 → 성향,좋아하는 사람이 생기면 푹 빠지는 편인가요?,내가 반하는 사람의 매력 포인트는 무엇인가요?
190,"관계를 정리할 때 나만의 기준이 있다면, 어떤 건가요?",관계,2,ACTIVE,3,1,2,0,33.3,66.7,0.2885531894248045,0.2920446784922291,0.20121049767904062,0.3876798994314594,0.9797315818699766,0.5734240410555717,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,30,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,'나만의 기준' 전제,전제 제거,관계를 정리하게 되는 순간은 언제인가요?,오래 가는 관계의 조건은 무엇이라고 생각하나요?
155,최근 누군가에게 받은 기분 좋은 문자는 무엇인가요?,관계,1,ACTIVE,2,0,2,0,0.0,100.0,0.3067946463574834,0.2904220241269783,0.19861816600497104,0.38719819263559074,0.979507189560255,0.6795954909782459,최근·이번 주 회상,B. 패턴 기반 수정 권장,False,False,False,False,False,False,True,False,False,False,False,False,False,False,28,기간 제한 제거('최근'→'지금까지/평소'),최근 문자 전제 + 기억 탐색 부담,기간 제거 + 일반화,받으면 기분 좋아지는 메시지는 어떤 메시지인가요?,가장 기억에 남는 누군가의 메시지는 무엇인가요?
153,"만났을 때 기운을 얻게 되는 사람이 있다면, 누구인가요?",관계,2,ACTIVE,0,0,0,0,,,0.2868317000981329,0.2868317000981329,0.19301304698420868,0.386003899374931,0.9791417617917013,0.506594919605562,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,31,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,특정 인물 지목('누구인가요') + 전제,인물 → 특징,만나면 기운이 나는 사람은 어떤 사람인가요?,함께 있으면 에너지가 채워지는 사람의 공통점은 무엇인가요?
348,오늘 하루를 관통한 감정에 이름을 붙인다면 무엇일까요?,감정,2,ACTIVE,3,1,2,0,33.3,66.7,0.2897313170245135,0.2931309479763676,0.2021788548495569,0.38885903719975023,0.9790142925952772,0.5734240410555717,오늘 기반,B. 패턴 기반 수정 권장,False,False,True,False,False,True,False,False,False,False,False,False,False,False,30,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + '관통한 감정' 추상,시점 중립화 + 쉬운 말,요즘 나를 가장 잘 표현하는 감정 단어는 무엇인가요?,요즘 내 기분을 한 단어로 표현하면?
431,오늘 하루 종일 가장 많이 반복한 행동은 무엇이었나요?,루틴,2,ACTIVE,1,1,0,0,100.0,0.0,0.2699384848672477,0.28995303232219805,0.1970103504321572,0.3880209195983391,0.9784778750718298,0.39505588469225966,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,30,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + 행동 자각 어려움,시점 중립화,하루 중 가장 많이 반복하는 행동은 무엇인가요?,하루에 가장 많이 하는 생각은 무엇인가요?
468,운동하면서 나 자신에 대해 알게 된 점이 있나요?,루틴,2,ACTIVE,0,0,0,0,,,0.2878626575477714,0.2878626575477714,0.1939234205876974,0.38712959152092247,0.9784700875197622,0.506594919605562,"경험 전제형(~있다면/~적 있), 특정 활동 전제",B. 패턴 기반 수정 권장,False,True,False,False,False,False,False,False,False,False,False,False,True,False,27,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시 / 대상 확장(예: 책→책·영화·노래 무엇이든) 또는 활동 비경험자용 대안 제시,운동 경험 전제 + 자기 발견 요구,대상 확장,무언가를 꾸준히 하면서 알게 된 나의 모습은 무엇인가요?,운동이나 취미를 하면서 발견한 의외의 나는 어떤 모습인가요?
175,"나를 힘들게 하는 사람과 거리를 두는 방법이 있다면, 어떤 건가요?",관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.3019489500454951,0.29367105638257673,0.20031031406891708,0.3920664174358735,0.975872949216725,0.5980047203862283,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,True,False,False,False,37,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,'나를 힘들게 하는 사람' 전제,성향형 전환,불편한 사람과 거리를 둘 때 나는 어떻게 하는 편인가요?,"관계에서 선을 긋는 게 쉬운 편인가요, 어려운 편인가요?"
165,"주변 사람들로부터 자주 듣는 부탁이 있다면, 어떤 건가요?",관계,2,ACTIVE,2,1,1,0,50.0,50.0,0.28511636518537004,0.2965839987249666,0.20410414226520573,0.3938901735165397,0.9751702744914961,0.48644645260100294,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,32,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,전제형,전제 제거,주변 사람들이 나에게 자주 부탁하는 것은 무엇인가요?,사람들이 나를 찾는 이유는 무엇일까요?
538,"다시 잡고 싶은 인연이 있다면, 어떤 사이였나요?",관계,2,ACTIVE,0,0,0,0,,,0.29375430185222196,0.29375430185222196,0.1991381823121147,0.39355038212651655,0.9742804765883671,0.506594919605562,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,27,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,다시 잡고 싶은 인연 전제 + 미련 고백 부담,성향형 전환,지나간 인연을 자주 떠올리는 편인가요?,다시 연락이 닿는다면 반가울 사람은 어떤 사이인가요?
540,나에게 상처를 줬지만 덕분에 강해진 경험이 있나요?,관계,2,ACTIVE,1,1,0,0,100.0,0.0,0.2768984941667347,0.2967222338150496,0.20302443433420078,0.3953803056203842,0.9735465287739246,0.39505588469225966,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,False,False,False,False,False,False,True,False,False,False,28,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,상처 경험 전제 + 예/아니오,성향형 + 회복 관점,상처를 겪고 나서 오히려 강해진 부분은 무엇인가요?,힘든 관계에서 배운 것은 무엇인가요?
513,"외로움이 무서워서 관계를 유지한 적이 있다면, 어떤 관계였나요?",관계,2,ACTIVE,1,0,1,0,0.0,100.0,0.30550196703350946,0.2971266678429187,0.2033845958750342,0.395819157049978,0.9732248432210482,0.5980047203862283,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,True,False,False,False,35,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,외로움 관련 고백 요구 (무게 과다),성향형 전환 + 강도 완화,"혼자가 편한 편인가요, 함께가 편한 편인가요?",외로움을 느낄 때 나는 누구를 찾나요?
541,"그때 하지 못한 말이 있다면, 지금은 할 수 있을까요?",관계,2,ACTIVE,2,1,0,1,50.0,0.0,0.2885531894248045,0.2998374109472326,0.20700938421649462,0.3974146653852666,0.9725926173167972,0.48644645260100294,경험 전제형(~있다면/~적 있),B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,False,False,30,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시,'그때'가 무엇인지 모호 + 전제,맥락 보완,그때 하지 못해서 아쉬운 말은 무엇인가요?,지금이라면 다르게 말할 것 같은 순간은 언제인가요?
626,오늘 나를 움직이게 한 가장 큰 동력은 무엇인가요?,가치관,2,ACTIVE,0,0,0,0,,,0.3005669050283327,0.3005669050283327,0.20519366232221414,0.40094924779847,0.9686281696592423,0.506594919605562,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,28,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 기반,시점 중립화,요즘 나를 움직이게 하는 가장 큰 동력은 무엇인가요?,아침에 나를 일어나게 하는 이유는 무엇인가요?
128,"여행 가방을 싸는 나만의 규칙이 있다면, 어떤 건가요?",루틴,2,ACTIVE,2,0,1,1,0.0,50.0,0.32442287729593267,0.30710949430191997,0.213524722221513,0.40527115771590905,0.9660382289191394,0.6795954909782459,"경험 전제형(~있다면/~적 있), 특정 활동 전제",B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,True,False,30,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시 / 대상 확장(예: 책→책·영화·노래 무엇이든) 또는 활동 비경험자용 대안 제시,여행 + 규칙 전제,성향형 전환,"짐을 쌀 때 꼼꼼하게 챙기는 편인가요, 최소한만 챙기는 편인가요?",어디 갈 때 꼭 챙기는 물건은 무엇인가요?
633,"오늘 나의 원칙을 잘 지켜냈다면, 어떤 방식으로 지켰나요?",가치관,2,ACTIVE,0,0,0,0,,,0.30516638544513364,0.30516638544513364,0.20929721361638615,0.4059292845191072,0.9642733304489274,0.506594919605562,오늘 기반,B. 패턴 기반 수정 권장,False,False,True,False,True,True,False,False,False,False,False,False,False,False,32,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + 원칙을 지켰다는 전제,시점 중립화 + 전제 제거,내가 꼭 지키려고 하는 원칙은 무엇인가요?,원칙과 융통성 중 나는 어느 쪽에 더 가깝나요?
642,오늘 겪은 시련이나 실수에서 찾은 뜻밖의 배움은 무엇이었나요?,가치관,2,ACTIVE,1,1,0,0,100.0,0.0,0.2900784119292414,0.30954082573851094,0.21448514310819516,0.4092443735288819,0.9616927277640477,0.39505588469225966,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,34,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 시련·실수 전제,시점 중립화 + 성향형,"실수에서 배우는 편인가요, 금방 잊는 편인가요?",실수하고 나서 나를 다독이는 방법은 무엇인가요?
465,"운동 전에 꼭 하는 루틴이 있다면, 어떤 건가요?",루틴,2,ACTIVE,2,0,2,0,0.0,100.0,0.32997066503070416,0.3123612148338414,0.21824812944719174,0.41092671660787045,0.9605626405044455,0.6795954909782459,"경험 전제형(~있다면/~적 있), 특정 활동 전제",B. 패턴 기반 수정 권장,False,True,False,False,True,False,False,False,False,False,False,False,True,False,27,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시 / 대상 확장(예: 책→책·영화·노래 무엇이든) 또는 활동 비경험자용 대안 제시,운동 루틴 전제,대상 확장,무언가를 시작하기 전 몸을 푸는 나만의 방법은 무엇인가요?,운동 전에 꼭 하는 것이 있나요? 운동을 안 한다면 하고 싶은 운동을 알려주세요.
491,오늘 충분히 휴식했나요?,루틴,2,ACTIVE,1,1,0,0,100.0,0.0,0.2989873168286431,0.31820549409594356,0.2222839430501671,0.41856368740595207,0.9515181544191261,0.39505588469225966,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,13,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + 예/아니오,성향형 + 열린 질문,충분히 쉬었다고 느끼려면 무엇이 필요한가요?,나에게 가장 좋은 휴식은 무엇인가요?
374,오늘 느낀 감정 중 다시 느끼고 싶지 않은 건 무엇인가요?,감정,2,ACTIVE,5,2,3,0,40.0,60.0,0.316174660574565,0.32652946507815345,0.23454415783211102,0.42231573557566704,0.9488143305911572,0.5515639135785486,오늘 기반,B. 패턴 기반 수정 권장,False,False,False,False,False,True,False,False,False,False,False,False,False,False,32,"'오늘'→'요즘/평소'로 시점 중립화, 또는 저녁 시간대에만 노출",오늘 + 부정 감정 반추,시점 중립화,다시 느끼고 싶지 않은 감정은 무엇인가요?,불편한 감정이 찾아오면 나는 어떻게 하나요?
417,"최근에 시작한 일 중 루틴에 넣고 싶은 일이 있다면, 어떤 건가요?",루틴,2,ACTIVE,3,2,1,0,66.7,33.3,0.29493773333807327,0.32392128259627473,0.22989741542224784,0.4220110105402899,0.9482512035015992,0.3827715142749046,"경험 전제형(~있다면/~적 있), 최근·이번 주 회상",B. 패턴 기반 수정 권장,False,True,False,False,True,False,True,False,False,False,False,False,False,False,37,'~한 적이 있다면'→'~하는 편인가요/주로 무엇인가요' 성향형으로 전환하거나 '없다면 ~' 대안 제시 / 기간 제한 제거('최근'→'지금까지/평소'),최근 + 전제 + 조건 겹침,단순화,루틴으로 만들고 싶은 일은 무엇인가요?,작심삼일로 끝나지 않았으면 하는 일은 무엇인가요?
