질문 ID,원인 진단,수정 원칙,수정안 1 (권장),수정안 2 (대안),분류,추정 답변율(축소),조치 유형,수정안 잔여 위험,예측(기존 문구),예측(수정안),예측 변화(%p)
646,요즘 + 시도 전제 + 문장 김,전제 제거 + 짧게,더 나은 나를 위해 해보고 싶은 것은 무엇인가요?,요즘 나를 위해 투자하고 있는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.3291934607513134,재작성,,0.3194492000148658,0.48849105788757646,16.904185787271064
647,문장이 매우 김(60자+) + 조건 과다,조건 축약,불이 나서 딱 하나만 챙길 수 있다면 무엇을 가지고 나올까요?,절대 잃어버리고 싶지 않은 물건은 무엇인가요?,C. 유지·모니터링,0.407397656840673,재작성,,0.4137355472051048,0.44294911132153625,2.9213564116431447
648,전제형,경미 수정,절대 장난스럽게 말할 수 없는 주제는 무엇인가요?,가볍게 넘기지 못하는 주제는 무엇인가요?,B. 패턴 기반 수정 권장,0.4101430665049088,경미 수정,,0.4050168611921311,0.48849105788757646,8.347419669544538
649,예/아니오 + 죽음 주제 (관측 성과 양호),유지 검토: 경미 수정,내가 어떻게 생을 마무리할지 상상해본 적 있나요? 떠오르는 장면을 알려주세요.,인생의 마지막 장면에 꼭 있었으면 하는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.4423317835308206,경미 수정,,0.4072277490508699,0.453860304146162,4.663255509529213
653,전제형이지만 대부분 답할 수 있음,경미 수정,능력과 상관없이 해보고 싶은 직업은 무엇인가요?,하루만 다른 직업으로 살 수 있다면 무엇을 해보고 싶나요?,B. 패턴 기반 수정 권장,0.4337919243780658,경미 수정,,0.4176412572425721,0.490662632924544,7.302137568197187
658,미신을 안 믿으면 답 불가,출구 제공,은근히 신경 쓰이는 미신이나 징크스가 있나요? 없다면 재밌다고 생각하는 미신을 알려주세요.,운이나 징크스를 믿는 편인가요?,B. 패턴 기반 수정 권장,0.4128616092584478,재작성,경험 전제형(~있다면/~적 있),0.3961139203440496,0.30347934927488823,-9.263457106916134
745,회사원 전제 (학생·구직자는 몰입 어려움),상황 일반화,하기 싫은 일로 월 600을 버는 것과 자유롭게 지내며 월 200을 받는 것 중 뭐가 더 나은가요?,돈과 자유 중 지금의 나에게 더 중요한 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.3750888121465623,재작성,,0.3857879434589737,0.45455593718260245,6.876799372362874
748,회사원 전제,상황 일반화,바쁘지만 성장하는 곳과 여유롭지만 성장 없는 곳 중 어디가 더 나은가요?,성장과 여유 중 요즘 더 필요한 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.4373772141462096,재작성,,0.4213288147531285,0.4603297871520616,3.9000972398933076
751,상사 전제,대상 일반화,배울 게 많은 사람과 편한 사람 중 누구와 함께하고 싶나요?,함께 일하거나 공부할 때 편한 사람과 배울 게 많은 사람 중 누가 좋나요?,B. 패턴 기반 수정 권장,0.4447935312307734,재작성,,0.4447935312307734,0.4754735893616088,3.068005813083535
755,상사 전제 + 조건 복잡,대상 일반화 + 단순화,존중받으며 힘든 일을 하는 것과 무관심 속에 편한 일을 하는 것 중 뭐가 더 나은가요?,일할 때 인정받는 것과 편한 것 중 뭐가 더 중요한가요?,B. 패턴 기반 수정 권장,0.4213288147531285,재작성,,0.4213288147531285,0.4696751033695045,4.8346288616376025
760,'숲속' 등 특정 전제로 오탐. 관측 성과 양호(7회 중 4회),유지,(유지) 인간관계 없는 숲속의 고요함과 소란한 도시의 삶 중 뭐가 더 편안한가요?,,B. 패턴 기반 수정 권장,0.4480783140107661,유지,특정 활동 전제,0.42344898913738066,0.42344898913738066,0.0
769,'책임감' 오탐 가능. 노출 0회,유지 후 관찰,(유지) 세상 문제에 책임감을 느끼는 삶과 신경 쓰지 않고 즐기는 삶 중 뭐가 더 나다운가요?,,B. 패턴 기반 수정 권장,0.4086711738697362,유지,특정 활동 전제,0.4086711738697362,0.4086711738697362,0.0
787,학교 전제 (성인은 오래된 기억),대상 일반화,책으로 배운 것과 직접 부딪혀 배운 것 중 뭐가 더 크게 남나요?,"직접 해봐야 아는 편인가요, 먼저 알아보는 편인가요?",B. 패턴 기반 수정 권장,0.4340907018618279,재작성,특정 활동 전제,0.43409070186182797,0.4319571647816683,-0.21335370801596754
802,회사 전제,상황 일반화,작은 곳의 리더와 큰 곳의 구성원 중 뭐가 더 편한가요?,이끄는 역할과 돕는 역할 중 나에게 더 맞는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.4026040215377164,재작성,,0.42557198621086073,0.5065703441832843,8.099835797242354
807,회사 전제,상황 일반화,자주 늦게 끝나지만 여유로운 일과 빡빡해도 제시간에 끝나는 일 중 뭐가 더 끌리나요?,"일과 삶의 경계가 확실한 게 좋나요, 유연한 게 좋나요?",B. 패턴 기반 수정 권장,0.41790569795466,재작성,,0.4298261493086576,0.4718401914681378,4.201404215948024
809,직업 전제 (양자택일로는 무난),경미 수정,자유로운 프리랜서와 안정적인 직장인 중 어느 쪽이 더 나에게 맞을까요?,,B. 패턴 기반 수정 권장,0.4319571647816683,경미 수정,특정 활동 전제,0.4319571647816683,0.42557198621086073,-0.6385178570807559
52,오늘 기반 (관측 4회 중 2회로 양호한 편),시점 중립화,요즘 나를 웃게 만드는 장면은 무엇인가요?,최근 가장 크게 웃었던 순간은 언제인가요?,B. 패턴 기반 수정 권장,0.390661983455738,재작성,,0.37818683881198284,0.48543331095739223,10.724647214540939
53,오늘 기반,시점 중립화,하루 중 가장 차분해지는 때는 언제인가요?,마음이 가장 고요해지는 장소나 시간은 언제인가요?,B. 패턴 기반 수정 권장,0.338442476427808,재작성,,0.32922585837239415,0.5247246757590511,19.549881738665697
54,최근 + 눈물 경험 전제,성향형 전환,눈물이 나는 순간은 주로 어떤 때인가요?,감동을 잘 받는 편인가요? 어떤 장면에 약한가요?,B. 패턴 기반 수정 권장,0.398130147787561,재작성,,0.3923186232083051,0.5577724225172938,16.545379930898868
59,오늘 기반 (저녁엔 유효),저녁 노출 전용 또는 시점 중립화,요즘 가장 아쉬운 것은 무엇인가요?,(저녁 노출) 오늘 하루 중 가장 아쉬웠던 순간은 언제인가요?,B. 패턴 기반 수정 권장,0.3636144814687432,노출 시간 조정 + 재작성,,0.32730962775093897,0.4472248635033021,11.991523575236313
61,최근 제한,기간 제거 (시점 없는 성향형 우선),답답할 때 나는 주로 어떻게 푸나요?,요즘 나를 답답하게 만드는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.4110264154096573,재작성,,0.4293990536483222,0.5312217505997976,10.18226969514754
69,최근 + 경험 전제,전제 제거,용기를 냈던 순간 중 기억에 남는 것은 언제인가요?,요즘 용기 내서 해보고 싶은 일은 무엇인가요?,B. 패턴 기반 수정 권장,0.385159303275732,재작성,,0.36106993444790253,0.5184518530786948,15.738191863079226
74,최근 + 경험 전제 + '이름 붙이기 힘든' 추상,단순화 (시점 없는 성향형 우선),말로 표현하기 가장 어려운 감정은 무엇인가요?,요즘 설명하기 어려운 기분이 드는 때는 언제인가요?,B. 패턴 기반 수정 권장,0.4096227252797602,재작성,,0.4213069109563074,0.5203885011080452,9.908159015173784
78,전제형 (대부분 답 가능),경미 수정: 전제 제거,과거의 나에게 해주고 싶은 위로의 말은 무엇인가요?,힘들었던 그때의 나에게 한마디 한다면?,B. 패턴 기반 수정 권장,0.4265745238116287,경미 수정,,0.4425323403342347,0.5138786790909895,7.134633875675478
79,'행복의 기준'이 있어야 함,전제 제거,나는 언제 행복하다고 느끼나요?,행복하려면 꼭 있어야 하는 것 세 가지는 무엇인가요?,B. 패턴 기반 수정 권장,0.4287752668915435,재작성,,0.42064873528045327,0.5377082579290956,11.705952264864234
80,최근 + 용서 경험 전제,성향형 전환,"용서가 쉬운 편인가요, 어려운 편인가요?",누군가를 용서할 때 가장 필요한 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.3624285955399413,재작성,,0.3570701127367696,0.5789710017246854,22.190088898791583
83,'나만의 루틴' 전제,성향형 전환,감정이 흔들릴 때 나는 주로 무엇을 하나요?,기분을 가라앉히는 데 가장 효과 있는 방법은 무엇인가요?,B. 패턴 기반 수정 권장,0.4476629714200259,재작성,,0.44467722125555675,0.5225570134247344,7.787979216917762
84,비밀 고백 요구 (부담 과다),강도 완화,남에게 잘 말하지 않는 걱정은 어떤 종류인가요?,"걱정이 생기면 털어놓는 편인가요, 혼자 삭이는 편인가요?",B. 패턴 기반 수정 권장,0.4373933564128445,재작성,,0.47125070713492717,0.5491819639442933,7.793125680936614
88,최근 + 한계 경험 전제,성향형 전환,한계에 부딪혔다고 느낄 때 나는 어떻게 하나요?,내가 가장 약해지는 상황은 언제인가요?,B. 패턴 기반 수정 권장,0.3550776069895637,재작성,,0.3550776069895637,0.518219220235039,16.314161324547527
92,오늘 밤 기반 (관측 3회 모두 답변),유지 + 저녁 노출 전용,"(유지, 저녁 노출) 오늘 밤 잠들기 전 나에게 해주고 싶은 말은 무엇인가요?",,B. 패턴 기반 수정 권장,0.371590293293221,유지(노출 시간 조정),오늘 기반,0.3178155251397311,0.3178155251397311,0.0
94,전제 + 가장 힘든 순간 소환 (무게),전제 제거,힘든 시간을 지나며 배운 것은 무엇인가요?,어려운 일을 겪고 나서 달라진 점은 무엇인가요?,B. 패턴 기반 수정 권장,0.4173617572255643,재작성,,0.43645723924738006,0.5247246757590511,8.826743651167106
344,오늘 + 예/아니오,시점 중립화 + 열린 질문,멍하니 있고 싶을 때는 언제인가요?,멍때리는 시간이 나에게 어떤 의미인가요?,B. 패턴 기반 수정 권장,0.2634870687354756,재작성,,0.2440174160806447,0.5333852014857188,28.936778540507408
348,오늘 + '관통한 감정' 추상,시점 중립화 + 쉬운 말,요즘 나를 가장 잘 표현하는 감정 단어는 무엇인가요?,요즘 내 기분을 한 단어로 표현하면?,B. 패턴 기반 수정 권장,0.2968270835407179,재작성,,0.2937031421091969,0.42585313850966694,13.214999640047004
351,'낯선 감정이 고개를 든' 은유 + 경험 전제,쉬운 말 + 성향형,스스로도 놀랐던 내 감정 반응은 무엇인가요?,내가 잘 느끼지 않는 감정은 무엇인가요?,B. 패턴 기반 수정 권장,0.4134240332273154,재작성,,0.43207023257510857,0.5225570134247344,9.04867808496258
352,노래 한 소절 요구 + 전제 (관측 1/1),경미 수정: 전제 제거,나를 가장 잘 설명해주는 노래는 무엇인가요?,요즘 내 마음을 대신 말해주는 노래는 무엇인가요?,B. 패턴 기반 수정 권장,0.4475984469108117,경미 수정,,0.4318416006325712,0.5225570134247344,9.071541279216316
355,오늘 + 예/아니오,시점 중립화 + 성향형,감정을 억누르기 힘든 순간은 주로 언제인가요?,"감정을 참는 편인가요, 드러내는 편인가요?",B. 패턴 기반 수정 권장,0.2452037528229198,재작성,,0.2376622592577622,0.5203885011080452,28.272624185028306
358,오늘 + 은유('회색빛') + 전제 3중,시점 중립화 + 쉬운 말,마음이 흐릿하고 가라앉는 날은 주로 어떤 날인가요?,기운 없는 날 나를 일으키는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.2542032049942544,재작성,,0.2542032049942544,0.5138786790909895,25.967547409673507
359,요즘 (관측 3회 중 2회 양호),경미 수정,나를 든든하게 지탱해주는 감정은 무엇인가요?,나를 버티게 하는 힘은 무엇인가요?,C. 유지·모니터링,0.4487552908348867,경미 수정,,0.43010800771958985,0.5225570134247344,9.244900570514453
361,오늘 + 예/아니오 + '예상과 다르게' 추상,시점 중립화 + 성향형,"내 기분은 예측이 잘 되는 편인가요, 변덕스러운 편인가요?",기분이 예상과 다르게 흘러갈 때 어떻게 하나요?,B. 패턴 기반 수정 권장,0.3277844602677365,재작성,,0.32730962775093897,0.5576548540658959,23.03452263149569
364,최근 제한,기간 제거,나를 가장 강하게 흔드는 감정은 무엇인가요?,쉽게 흔들리는 감정과 잘 버티는 감정은 무엇인가요?,B. 패턴 기반 수정 권장,0.4034012950097261,재작성,,0.4209039295395101,0.5225570134247344,10.165308388522426
367,이번 주 + 전제 + '꺼내지 못한' 추상,기간 제거 + 단순화 (시점 없는 성향형 우선),속으로만 담아두는 감정은 주로 어떤 감정인가요?,요즘 누군가에게 털어놓고 싶은 마음은 무엇인가요?,B. 패턴 기반 수정 권장,0.3491094841163096,재작성,,0.3590675742859229,0.518219220235039,15.915164594911607
370,오늘 아침 기반 (아침 노출 시 유효),아침 노출 전용 또는 성향형,아침에 눈을 뜨면 가장 먼저 드는 기분은 주로 어떤가요?,(아침 노출) 오늘 아침 눈을 떴을 때 가장 먼저 든 기분은 무엇인가요?,B. 패턴 기반 수정 권장,0.3852433170918938,노출 시간 조정 + 재작성,,0.36116113756021556,0.5073641448562287,14.620300729601315
373,오늘 + 전제,시점 중립화,오래 간직하고 싶은 감정은 무엇인가요?,다시 느끼고 싶은 감정의 순간은 언제인가요?,B. 패턴 기반 수정 권장,0.2737562007511038,재작성,,0.26084932622754725,0.529057125428401,26.820779920085375
374,오늘 + 부정 감정 반추,시점 중립화,다시 느끼고 싶지 않은 감정은 무엇인가요?,불편한 감정이 찾아오면 나는 어떻게 하나요?,B. 패턴 기반 수정 권장,0.3264274413935317,재작성,,0.3159344269389561,0.5247246757590511,20.8790248820095
375,이번 주 + 긴 문장,기간 확장 + 짧게 (시점 없는 성향형 우선),나를 가장 크게 웃게 하는 것은 무엇인가요?,요즘 가장 환하게 웃었던 순간은 언제인가요?,B. 패턴 기반 수정 권장,0.4122600783877836,재작성,,0.4190140597014318,0.5225570134247344,10.354295372330258
376,오늘 + 전제 + 문장 김,시점 중립화 + 짧게,말로 설명하기 가장 어려운 감정은 무엇인가요?,감정을 말로 표현하는 게 쉬운 편인가요?,B. 패턴 기반 수정 권장,0.2732881442695384,재작성,,0.2525592253603061,0.5203885011080452,26.78292757477391
377,오늘 + 전제 + 방전·충전 이중,시점 중립화 + 단순화,방전됐을 때 나를 다시 충전해주는 것은 무엇인가요?,나의 에너지 충전 방법은 무엇인가요?,B. 패턴 기반 수정 권장,0.2690306811235612,재작성,,0.25585422268613034,0.5138786790909895,25.802445640485917
384,자기 모순 인정 요구 + 전제,부담 완화,나도 가끔 이해 안 되는 내 습관은 무엇인가요?,나의 의외의 모습은 무엇인가요?,B. 패턴 기반 수정 권장,0.4359002819100049,재작성,,0.44467722125555675,0.518219220235039,7.354199897948222
396,폭발 경험 전제 + 부정적,성향형 전환,"참다가 폭발하는 편인가요, 그때그때 표현하는 편인가요?",화가 쌓일 때 나는 어떤 신호를 보내나요?,B. 패턴 기반 수정 권장,0.4197787922963168,재작성,,0.45112393086502856,0.5619377265829201,11.081379571789151
401,예/아니오 + 특정 행동 경험 전제,성향형 전환,"슬플 때 슬픈 노래를 듣는 편인가요, 신나는 노래를 듣는 편인가요?",감정을 쏟아내고 싶을 때 찾는 영화나 노래가 있나요?,B. 패턴 기반 수정 권장,0.3736664704267762,재작성,,0.3485936278949548,0.577533478962877,22.89398510679222
153,특정 인물 지목('누구인가요') + 전제,인물 → 특징,만나면 기운이 나는 사람은 어떤 사람인가요?,함께 있으면 에너지가 채워지는 사람의 공통점은 무엇인가요?,B. 패턴 기반 수정 권장,0.285735863481432,재작성,,0.28573586348143204,0.35349883576936875,6.776297228793671
155,최근 문자 전제 + 기억 탐색 부담,기간 제거 + 일반화,받으면 기분 좋아지는 메시지는 어떤 메시지인가요?,가장 기억에 남는 누군가의 메시지는 무엇인가요?,B. 패턴 기반 수정 권장,0.2918181691783433,재작성,,0.308465964635205,0.3914078589061716,8.29418942709666
158,특정 친구 전제,인물 → 특징,나를 잘 웃게 하는 사람은 어떤 유머를 가졌나요?,나는 어떤 유머에 가장 잘 웃나요?,B. 패턴 기반 수정 권장,0.2786947413274581,재작성,,0.27869474132745814,0.34756380757574207,6.886906624828393
159,요즘 + 새로 알게 된 사람 전제 (없는 경우 많음),성향형 전환,처음 만난 사람에게 호감을 느끼는 포인트는 무엇인가요?,첫인상에서 가장 먼저 보는 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.197614574791238,재작성,,0.20325138457193515,0.34580659623320187,14.255521166126673
165,전제형,전제 제거,주변 사람들이 나에게 자주 부탁하는 것은 무엇인가요?,사람들이 나를 찾는 이유는 무엇일까요?,B. 패턴 기반 수정 권장,0.2956249001617995,재작성,,0.2839656026336093,0.3436331348384271,5.966753220481779
175,'나를 힘들게 하는 사람' 전제,성향형 전환,불편한 사람과 거리를 둘 때 나는 어떻게 하는 편인가요?,"관계에서 선을 긋는 게 쉬운 편인가요, 어려운 편인가요?",B. 패턴 기반 수정 권장,0.2923806818970113,재작성,,0.30072062488525003,0.339723768316762,3.9003143431511953
178,특정 인물 지목 + 전제,인물 → 영향,나를 성장하게 한 사람은 어떤 점이 달랐나요?,누군가에게 배운 것 중 가장 오래 남은 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.2490166256485471,재작성,,0.25611964096254797,0.35151536271400075,9.539572175145278
183,두 질문 연결,하나로 축소,"다투고 나면 먼저 사과하는 편인가요, 기다리는 편인가요?","화해할 때 나는 말로 푸나요, 행동으로 푸나요?",B. 패턴 기반 수정 권장,0.2620042343613649,재작성,,0.2769511888802042,0.38849465623818014,11.154346735797594
185,소외 경험 전제 + 부정적,성향형 전환 + 강도 완화,여러 사람 사이에서 나는 어떤 자리에 있을 때 편한가요?,모임에서 나는 주로 어떤 역할을 맡나요?,B. 패턴 기반 수정 권장,0.2769511888802042,재작성,,0.2769511888802042,0.339723768316762,6.277257943655778
188,가해 경험 인정 요구 (방어적 회피),강도 완화,말이나 행동을 조심하게 되는 상황은 언제인가요?,누군가에게 사과하고 싶었던 적이 있나요? 떠오르는 게 없다면 사과를 잘하는 편인지 알려주세요.,B. 패턴 기반 수정 권장,0.3218936846143004,재작성,,0.3025512028416044,0.3495370017587798,4.698579891717536
190,'나만의 기준' 전제,전제 제거,관계를 정리하게 되는 순간은 언제인가요?,오래 가는 관계의 조건은 무엇이라고 생각하나요?,B. 패턴 기반 수정 권장,0.2911246440057494,재작성,,0.2875127289471035,0.35748089614724093,6.996816720013744
193,전제형,전제 제거,누군가를 보며 닮고 싶다고 느낀 태도는 무엇인가요?,주변 사람에게 배우고 싶은 점은 무엇인가요?,B. 패턴 기반 수정 권장,0.2458108148574784,재작성,,0.252822386786591,0.3455958341625809,9.277344737598986
506,특정 관계 전제 + 부정적,성향형 전환,"관계에서 내가 더 노력하는 편인가요, 받는 편인가요?",관계가 기울어졌다고 느낄 때 나는 어떻게 하나요?,B. 패턴 기반 수정 권장,0.2778114957662491,재작성,,0.28573586348143204,0.39263151894767484,10.68956554662428
508,멀어진 사람 전제,성향형 전환,사람과 멀어지는 가장 흔한 이유는 무엇이라고 생각하나요?,오랜만에 연락하고 싶은 사람이 있나요? 어떤 사이인가요?,B. 패턴 기반 수정 권장,0.2795390830798579,재작성,,0.2875127289471035,0.339723768316762,5.221103936965848
509,부모 관계 전제 + 인정 욕구 고백 부담,부담 완화,가족에게 인정받고 싶은 부분은 무엇인가요?,가족이 나에 대해 가장 몰라주는 부분은 무엇인가요?,B. 패턴 기반 수정 권장,0.2750335697104539,재작성,,0.27004469662532443,0.3554873655829014,8.544266895757696
512,경험 전제 + 추상,성향형 전환,상황에 따라 내가 달라지는 모습은 무엇인가요?,"사람은 잘 변한다고 생각하나요, 잘 안 변한다고 생각하나요?",B. 패턴 기반 수정 권장,0.2636536879198013,재작성,,0.27869474132745814,0.35151536271400075,7.28206213865426
513,외로움 관련 고백 요구 (무게 과다),성향형 전환 + 강도 완화,"혼자가 편한 편인가요, 함께가 편한 편인가요?",외로움을 느낄 때 나는 누구를 찾나요?,B. 패턴 기반 수정 권장,0.2959464204943834,재작성,,0.30438807354232955,0.40095110449962806,9.656303095729852
514,요즘 + 신경 쓰이는 사람 전제 + 이유 요구,인물 → 상황 (시점 없는 성향형 우선),신경 쓰이는 사람이 생기면 나는 어떻게 하나요?,요즘 마음을 가장 많이 쓰는 관계는 무엇인가요?,B. 패턴 기반 수정 권장,0.2437317383390499,재작성,,0.2221597447820734,0.3495370017587798,12.737725697670637
515,최근 + 특정 인물 지목,인물 → 대화 내용 (시점 없는 성향형 우선),대화가 즐거운 사람의 공통점은 무엇인가요?,최근 즐거웠던 대화 주제는 무엇인가요?,B. 패턴 기반 수정 권장,0.2865835659251005,재작성,,0.3029327349992966,0.42991916888290005,12.698643388360342
517,나와의 약속 전제,전제 제거,나 자신과 하고 싶은 약속은 무엇인가요?,스스로에게 가장 자주 하는 다짐은 무엇인가요?,B. 패턴 기반 수정 권장,0.2786947413274581,재작성,,0.27869474132745814,0.35748089614724093,7.878615481978279
518,오늘 + 예/아니오,시점 중립화 + 열린 질문 (시점 없는 성향형 우선),고마움을 표현하는 나만의 방식은 무엇인가요?,요즘 '고마워'라고 말하고 싶은 사람은 어떤 사람인가요?,B. 패턴 기반 수정 권장,0.1692836353420034,재작성,,0.16928363534200347,0.3143102097854094,14.502657444340594
522,'~있다면요?' 미완 문장 + 추상,완결 문장 + 구체화,사람들과 가까워질 때 가장 어려운 점은 무엇인가요?,"친해지는 데 오래 걸리는 편인가요, 금방 친해지는 편인가요?",B. 패턴 기반 수정 권장,0.2442181861632691,재작성,,0.2511843295352521,0.3455958341625809,9.441150462732878
524,특정 인물 + 참은 말 전제,인물 제거 + 성향형,"하고 싶은 말을 참는 편인가요, 하는 편인가요?",지금 누군가에게 하고 싶은 말이 있나요? 이름 없이 말만 적어도 좋아요.,B. 패턴 기반 수정 권장,0.2750335697104539,재작성,,0.27004469662532443,0.3988656458283556,12.882094920303116
525,오늘 + 예/아니오,시점 중립화 + 열린 질문,미안한 마음을 표현하는 게 쉬운 편인가요?,"미안할 때 나는 말로 하나요, 행동으로 하나요?",B. 패턴 기반 수정 권장,0.1901237165146006,재작성,,0.19554685509597367,0.3554873655829014,15.994051048692773
526,오늘 + 무거운 일 전제,시점 중립화 + 성향형,관계 때문에 마음이 무거울 때 나는 어떻게 하나요?,관계에서 가장 에너지가 많이 드는 순간은 언제인가요?,B. 패턴 기반 수정 권장,0.2161386765481914,재작성,,0.19994480738560455,0.3455958341625809,14.565102677697633
529,예/아니오 + 경험 전제,성향형 전환,다른 사람의 감정을 잘 알아채는 편인가요?,상대의 기분을 알아채는 나만의 신호는 무엇인가요?,B. 패턴 기반 수정 권장,0.2391776549046919,재작성,,0.252822386786591,0.3554873655829014,10.266497879631038
530,오늘 + 전제 + 용기 행동 요구,시점 중립화 + 성향형,"새로운 사람에게 먼저 다가가는 편인가요, 기다리는 편인가요?",먼저 다가가고 싶은데 망설여지는 순간은 언제인가요?,B. 패턴 기반 수정 권장,0.1465884052528998,재작성,,0.14658840525289982,0.3843737964517203,23.77853911988205
531,오늘 + 예/아니오,시점 중립화 + 열린 질문,내가 사람들을 웃게 만드는 방식은 무엇인가요?,"나는 웃기는 쪽인가요, 웃는 쪽인가요?",B. 패턴 기반 수정 권장,0.2205908291808036,재작성,,0.22688301964687635,0.39555567653137635,16.86726568845
532,전제형 (대부분 답 가능),경미 수정,가장 가까운 사람에게 꼭 전하고 싶은 말은 무엇인가요?,가까운 사람에게 평소 못한 말은 무엇인가요?,B. 패턴 기반 수정 권장,0.2752143824199494,경미 수정,,0.2752143824199494,0.34167576223980467,6.646137981985528
533,이번 주 + 예/아니오,기간 제거 + 열린 질문,존재만으로도 감사한 사람은 어떤 사람인가요?,요즘 고마운 사람에게 전하고 싶은 한마디는 무엇인가요?,B. 패턴 기반 수정 권장,0.2246732865899802,재작성,,0.2246732865899802,0.35349883576936875,12.882554917938855
538,다시 잡고 싶은 인연 전제 + 미련 고백 부담,성향형 전환,지나간 인연을 자주 떠올리는 편인가요?,다시 연락이 닿는다면 반가울 사람은 어떤 사이인가요?,B. 패턴 기반 수정 권장,0.2928826450673301,재작성,,0.29288264506733014,0.3594793707944021,6.659672572707198
540,상처 경험 전제 + 예/아니오,성향형 + 회복 관점,상처를 겪고 나서 오히려 강해진 부분은 무엇인가요?,힘든 관계에서 배운 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.293725030861692,재작성,,0.27357905904708235,0.3742567024978793,10.067764345079693
541,'그때'가 무엇인지 모호 + 전제,맥락 보완,그때 하지 못해서 아쉬운 말은 무엇인가요?,지금이라면 다르게 말할 것 같은 순간은 언제인가요?,B. 패턴 기반 수정 권장,0.2989805893635963,재작성,,0.2875127289471035,0.3554873655829014,6.797463663579789
543,'덕질' 경험 전제 + 특정 인물 지목,인물 → 성향,좋아하는 사람이 생기면 푹 빠지는 편인가요?,내가 반하는 사람의 매력 포인트는 무엇인가요?,B. 패턴 기반 수정 권장,0.2847600742824425,재작성,,0.29288264506733014,0.35349883576936875,6.061619070203861
545,예/아니오 + 전제,열린 질문,소중한 사람에게 전하고 싶은 고마운 말은 무엇인가요?,고맙다는 말을 쉽게 하는 편인가요?,B. 패턴 기반 수정 권장,0.2150539330300749,재작성,,0.21505393303007492,0.30502219857662577,8.996826554655085
697,연애·SNS 이중 전제,대상 일반화,"좋은 일이 생기면 주변에 알리는 편인가요, 조용히 간직하는 편인가요?","연애를 하면 주변에 공개하는 편인가요, 비밀로 하는 편인가요?",B. 패턴 기반 수정 권장,0.3328562194655279,재작성,,0.3328562194655279,0.4191879012209858,8.63316817554579
706,문구 오류: '인성 좋지만 인성은 아쉬운',오류 수정 + 대상 일반화,인성은 아쉽지만 능력 좋은 동료와 인성은 좋지만 능력은 아쉬운 동료 중 누구와 함께하고 싶나요?,능력과 인성 중 함께할 사람에게 더 중요한 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.2421367235792805,오류 수정,특정 활동 전제,0.2490434947684983,0.24742181367528893,-0.16216810932093706
102,'꼭 지키는 습관' 전제,전제 제거,자기 전에 주로 무엇을 하나요?,잠들기 전 가장 좋아하는 시간은 언제인가요?,B. 패턴 기반 수정 권장,0.3849387924596201,재작성,,0.3849387924596201,0.47835690072999865,9.341810827037856
106,습관 전제 (대부분 있음),경미 수정,식사 후에 주로 무엇을 하나요?,밥 먹고 나서 꼭 하고 싶은 것은 무엇인가요?,B. 패턴 기반 수정 권장,0.4039988063722199,경미 수정,,0.38699831255187656,0.47835690072999865,9.13585881781221
113,전제형,경미 수정,스트레스가 쌓이면 나도 모르게 하는 행동은 무엇인가요?,스트레스를 푸는 나만의 방법은 무엇인가요?,B. 패턴 기반 수정 권장,0.3900681865550431,경미 수정,,0.372670332094071,0.45026558021004065,7.759524811596963
115,'나만의 방법' 전제,전제 제거 + 선택지,"미루고 싶을 때 나를 움직이게 하는 건 마감인가요, 의지인가요?","미루는 편인가요, 바로 하는 편인가요?",B. 패턴 기반 수정 권장,0.3725334573510895,재작성,,0.3686161431446635,0.4919589451132121,12.334280196854857
118,'나만의 도구' 전제,성향형 전환,"일정을 머릿속으로 기억하는 편인가요, 적어두는 편인가요?",하루 일정을 정리할 때 가장 자주 쓰는 방법은 무엇인가요?,B. 패턴 기반 수정 권장,0.3849387924596201,재작성,,0.3849387924596201,0.5052261429576516,12.028735049803146
123,전제형 (관측 4회 중 3회 양호),경미 수정,건강을 위해 챙기고 있는 것은 무엇인가요? 작은 것도 좋아요.,건강을 위해 시작하고 싶은 습관은 무엇인가요?,B. 패턴 기반 수정 권장,0.4260263210452436,경미 수정,,0.3890618814708896,0.4416771823815604,5.26153009106708
124,'준비' 전제,성향형 전환,"약속 시간에 딱 맞춰 가는 편인가요, 일찍 가는 편인가요?",늦지 않으려고 나는 무엇을 하나요?,B. 패턴 기반 수정 권장,0.3752023318075383,재작성,,0.37878517857412997,0.49847582420010045,11.969064562597048
125,가계부·돈 관리 전제,성향형 전환,"돈을 계획적으로 쓰는 편인가요, 그때그때 쓰는 편인가요?",돈 관리에서 가장 신경 쓰는 부분은 무엇인가요?,B. 패턴 기반 수정 권장,0.3622193102694538,재작성,,0.3828833868239403,0.5006483416836266,11.77649548596863
